scope,metric,value,severity,description
chemical_system=Fe-O-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,zero_rate,0.022727272727272728,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,near_zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,near_zero_rate,0.022727272727272728,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,positive_count,43,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,outlier_count,3,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p01,0.002389632089285487,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p05,0.015368959022918155,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p10,0.01967154763333358,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p25,0.04750633269497935,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,median,0.08138043083333635,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p75,0.19922055065476213,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p90,0.3627737097083326,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p95,0.6313636562232149,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,p99,1.0399107398454572,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,max,1.1978847043181844,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,mean,0.16920363048010922,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,variance,0.05207985966055868,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,standard_deviation,0.22821012173117713,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-O-Si,skewness,2.9377971293673912,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,scope,chemical_system=Fe-Mg-O-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,count,22,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,zero_rate,0.045454545454545456,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,near_zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,near_zero_rate,0.045454545454545456,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,positive_count,21,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,outlier_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p01,0.00022762859999985,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p05,0.001104637312499205,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p10,0.0015613121607121001,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p25,0.007904308653274175,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,median,0.0815828956403441,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p75,0.20226548327576596,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p90,0.3975651919541655,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p95,0.44188027731249874,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,p99,0.5739072734294242,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,max,0.6085969355989551,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,mean,0.13829654885290377,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,variance,0.02638771616070955,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,standard_deviation,0.16244296279220455,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Mg-O-Si,skewness,1.5457435415628795,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,scope,chemical_system=Ca-Fe-O-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,count,16,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,zero_rate,0.0625,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,near_zero_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,near_zero_rate,0.0625,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,positive_count,15,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,outlier_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p01,0.00136802234999988,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p05,0.0068401117499994,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p10,0.01409038851041795,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p25,0.026707277755209927,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,median,0.0500288542847213,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p75,0.10709287917215254,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p90,0.21925564277067178,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p95,0.3001434937777776,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,p99,0.3826025817777781,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,max,0.4032173537777783,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,mean,0.08940460398958233,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,variance,0.010963783577130995,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,standard_deviation,0.1047080874485395,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-O-Si,skewness,2.0700631912461143,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,scope,chemical_system=Ca-Fe-Na-O-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,count,15,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,zero_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,zero_rate,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,near_zero_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,near_zero_rate,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,positive_count,15,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,outlier_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,min,0.0039333469750006,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p01,0.004302537601000362,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p05,0.0057793001049994104,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p10,0.00737608417499866,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p25,0.01038709804166645,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,median,0.0335950370999977,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p75,0.1964501085000005,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p90,0.2288146909668935,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p95,0.26645577537162346,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,p99,0.3196653446238744,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,max,0.3329677369369372,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,mean,0.0995984208339587,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,variance,0.0115327970387808,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,standard_deviation,0.10739086105800996,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Ca-Fe-Na-O-Si,skewness,0.8127692254258994,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,scope,chemical_system=Fe-Si-Tb,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,count,14,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,zero_count,4,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,zero_rate,0.2857142857142857,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,near_zero_count,4,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,near_zero_rate,0.2857142857142857,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,positive_count,10,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,outlier_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p05,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p10,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p25,0.0037063615384596,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,median,0.0216093151754379,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p75,0.042080277321430104,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p90,0.1395350709214294,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p95,0.1736981362583338,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,p99,0.21828340538499927,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,max,0.2294297226666657,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,mean,0.05004191859132352,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,variance,0.004387386990304997,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,standard_deviation,0.06623735343675045,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si-Tb,skewness,1.7906938816510727,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,scope,chemical_system=Fe-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,count,13,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,zero_count,3,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,zero_rate,0.23076923076923078,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,near_zero_count,3,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,near_zero_rate,0.23076923076923078,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,positive_count,10,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,outlier_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p05,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p10,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p25,0.0047925470833343,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,median,0.0686268420833338,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p75,0.1259579920833342,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p90,0.17230328494285735,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p95,0.19383612459999985,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,p99,0.20718986691999938,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,max,0.2105283024999993,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,mean,0.07264377719116334,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,variance,0.004828656957819051,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,standard_deviation,0.06948853831977653,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Si,skewness,0.6882934918697151,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,scope,chemical_system=Fe-Ho-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,count,13,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,zero_count,3,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,zero_rate,0.23076923076923078,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,near_zero_count,3,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,near_zero_rate,0.23076923076923078,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,positive_count,10,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,outlier_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,min,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p01,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p05,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p10,0.0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p25,0.0077571340000019,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,median,0.0566042270833362,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p75,0.1182612497368422,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p90,0.21703823201298345,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p95,0.7828724296727241,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,p99,1.4410941787345475,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,max,1.6056496160000044,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,mean,0.17877475958825756,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,variance,0.1742237274914691,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,standard_deviation,0.41740115894840196,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Ho-Si,skewness,3.4458096936382177,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,scope,chemical_system=Fe-Sc-Si,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,count,13,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,null_or_nonfinite_count,0,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,zero_count,7,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,zero_rate,0.5384615384615384,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,near_zero_count,7,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,near_zero_rate,0.5384615384615384,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,positive_count,6,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,outlier_count,1,info,Target suitability diagnostic; no target transformation is applied.
chemical_system=Fe-Sc-Si,robust_outlier_rule,value > p75 + 3*IQR,info,Target suitability diagnostic; no target transformation is applied.
