group_type,group_name,row_count,unique_material_id_count,target_min,target_median,target_max,target_variance,target_zero_count,theoretical_false_count,theoretical_true_count,singleton_flag,dominant_group_flag
reduced_formula_group,BaFe(Si2O5)2,3,3,0.0013957307812493,0.0036126732812498,0.012172265781249,2.1590573824507725e-05,0,2,1,False,False
reduced_formula_group,BaFe2Si2O7,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,BaFe3Si4SO11,1,1,0.1385632597083308,0.1385632597083308,0.1385632597083308,0.0,0,0,1,True,False
reduced_formula_group,BaMn2FeSi2O9,1,1,0.0264181267499985,0.0264181267499985,0.0264181267499985,0.0,0,1,0,True,False
reduced_formula_group,BaTiFe2(SiO5)2,2,2,0.1075599950390611,0.1085496308984366,0.1095392667578121,9.793791341618921e-07,0,2,0,False,False
reduced_formula_group,Be3Fe2(SiO4)3,1,1,0.1401003382499954,0.1401003382499954,0.1401003382499954,0.0,0,0,1,True,False
reduced_formula_group,Be3Fe4Si3SO12,2,2,0.0520337128260832,0.11335392706521305,0.1746741413043429,0.0037601686743327827,0,1,1,False,False
reduced_formula_group,Be3Fe4Si3SeO12,1,1,0.1934642854347839,0.1934642854347839,0.1934642854347839,0.0,0,1,0,True,False
reduced_formula_group,Be3Fe4Si3TeO12,2,2,0.0268362746739132,0.11681509771739179,0.2067939207608704,0.008096188596289635,0,1,1,False,False
reduced_formula_group,BeFe2Si,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Ca(FeSi)2,1,1,0.0099418238749997,0.0099418238749997,0.0099418238749997,0.0,0,1,0,True,False
reduced_formula_group,Ca2Al2FeSi3O13,2,2,0.0700680744444488,0.20407644730159144,0.3380848201587341,0.017958243995818964,0,1,1,False,False
reduced_formula_group,Ca2Fe2(SiO3)5,1,1,0.0583043946527865,0.0583043946527865,0.0583043946527865,0.0,0,0,1,True,False
reduced_formula_group,Ca2Fe2(SiO4)3,1,1,0.107472722938601,0.107472722938601,0.107472722938601,0.0,0,0,1,True,False
reduced_formula_group,Ca2Fe2Si5HO15,1,1,0.006141294649975,0.006141294649975,0.006141294649975,0.0,0,1,0,True,False
reduced_formula_group,Ca2Fe3Si3O14,1,1,0.1069662645833364,0.1069662645833364,0.1069662645833364,0.0,0,1,0,True,False
reduced_formula_group,Ca2MgFe(SiO3)4,1,1,0.0053179591250041,0.0053179591250041,0.0053179591250041,0.0,0,0,1,True,False
reduced_formula_group,Ca2ZnFe(SiO3)4,1,1,0.0247828681250075,0.0247828681250075,0.0247828681250075,0.0,0,0,1,True,False
reduced_formula_group,Ca3AlFe(SiO4)3,1,1,0.0038251888055524,0.0038251888055524,0.0038251888055524,0.0,0,0,1,True,False
reduced_formula_group,Ca3Fe2(Si2O7)2,1,1,0.0418727110507255,0.0418727110507255,0.0418727110507255,0.0,0,0,1,True,False
reduced_formula_group,Ca3Fe2(SiO4)3,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Ca3Fe7(SiO4)6,1,1,0.0289604981875015,0.0289604981875015,0.0289604981875015,0.0,0,0,1,True,False
reduced_formula_group,Ca3Hf2Fe2SiO12,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Ca3ScFe(SiO4)3,1,1,0.0053464776875014,0.0053464776875014,0.0053464776875014,0.0,0,0,1,True,False
reduced_formula_group,Ca3Zr2Fe2SiO12,1,1,0.0004047282499985,0.0004047282499985,0.0004047282499985,0.0,0,0,1,True,False
reduced_formula_group,Ca4Fe5(Si3O14)2,1,1,0.1727257450968995,0.1727257450968995,0.1727257450968995,0.0,0,0,1,True,False
reduced_formula_group,Ca4Mg3Fe(SiO3)8,1,1,0.0029377131875012,0.0029377131875012,0.0029377131875012,0.0,0,0,1,True,False
reduced_formula_group,Ca4MnFe3(SiO3)10,1,1,0.0647554889033301,0.0647554889033301,0.0647554889033301,0.0,0,0,1,True,False
reduced_formula_group,Ca4Zn3Fe(SiO3)8,1,1,0.0321149381875045,0.0321149381875045,0.0321149381875045,0.0,0,0,1,True,False
reduced_formula_group,Ca4ZnFe3(SiO3)8,1,1,0.0187043105625068,0.0187043105625068,0.0187043105625068,0.0,0,0,1,True,False
reduced_formula_group,Ca8Al11Fe(Si3O13)4,2,2,0.0632156497321423,0.06403860461309516,0.064861559494048,6.772547360841131e-07,0,0,2,False,False
reduced_formula_group,Ca8Mg5Fe2(SiO3)16,1,1,0.024331282373418,0.024331282373418,0.024331282373418,0.0,0,0,1,True,False
reduced_formula_group,Ca8ScFe7(SiO3)20,1,1,0.0583804331814228,0.0583804331814228,0.0583804331814228,0.0,0,0,1,True,False
reduced_formula_group,CaFe(Si2O5)2,1,1,0.0190606280208367,0.0190606280208367,0.0190606280208367,0.0,0,0,1,True,False
reduced_formula_group,CaFe(SiO3)2,2,2,0.0091201489999992,0.025519741312498498,0.0419193336249978,0.00026894662801618614,0,1,1,False,False
reduced_formula_group,CaFe2(SiO3)4,1,1,0.0314175968859657,0.0314175968859657,0.0314175968859657,0.0,0,0,1,True,False
reduced_formula_group,CaFe3(SiO3)4,1,1,0.0199476164583352,0.0199476164583352,0.0199476164583352,0.0,0,0,1,True,False
reduced_formula_group,CaFe3Si2HO9,2,2,0.000700908177083,0.0077930927083329,0.0148852772395828,5.029908142530037e-05,0,2,0,False,False
reduced_formula_group,CaFe3Si2O9,3,3,0.0581383749444448,0.265785540444444,0.4032173537777783,0.020120483365436526,0,2,1,False,False
reduced_formula_group,CaFeSi2Rh,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,CaFeSiO5,1,1,0.0655647341666654,0.0655647341666654,0.0655647341666654,0.0,0,0,1,True,False
reduced_formula_group,Ce(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Ce2Fe20Si2C,1,1,0.0627847168000013,0.0627847168000013,0.0627847168000013,0.0,0,0,1,True,False
reduced_formula_group,Ce2FeSi3,1,1,0.1068893279166642,0.1068893279166642,0.1068893279166642,0.0,0,0,1,True,False
reduced_formula_group,CeFe9Si4,1,1,0.0125320342857069,0.0125320342857069,0.0125320342857069,0.0,0,1,0,True,False
reduced_formula_group,CeFeSi,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,CeFeSi2,2,2,0.0,0.03111313250000065,0.0622262650000013,0.0009680270139625967,1,1,1,False,False
reduced_formula_group,Cr2Fe3(SiO4)3,1,1,0.0486198592916657,0.0486198592916657,0.0486198592916657,0.0,0,1,0,True,False
reduced_formula_group,Cr3Fe3SiAs2,1,1,0.0593114049999998,0.0593114049999998,0.0593114049999998,0.0,0,0,1,True,False
reduced_formula_group,CrFe11Si4,1,1,0.0242592276041655,0.0242592276041655,0.0242592276041655,0.0,0,0,1,True,False
reduced_formula_group,CrFe2Si,1,1,0.0722849004166654,0.0722849004166654,0.0722849004166654,0.0,0,0,1,True,False
reduced_formula_group,CrFeCoSi,1,1,0.07389571625,0.07389571625,0.07389571625,0.0,0,0,1,True,False
reduced_formula_group,CrFeSi2,1,1,0.053111066375,0.053111066375,0.053111066375,0.0,0,0,1,True,False
reduced_formula_group,CsAlFe3(SiO4)3,1,1,0.036637449666669,0.036637449666669,0.036637449666669,0.0,0,0,1,True,False
reduced_formula_group,CsFeSiO4,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Dy(Fe2Si)2,1,1,0.0288559185714323,0.0288559185714323,0.0288559185714323,0.0,0,1,0,True,False
reduced_formula_group,Dy(Fe5Si)2,1,1,0.0118263723076861,0.0118263723076861,0.0118263723076861,0.0,0,0,1,True,False
reduced_formula_group,Dy(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Dy2Fe15Si2C,1,1,0.1232802004999973,0.1232802004999973,0.1232802004999973,0.0,0,0,1,True,False
reduced_formula_group,Dy2Fe15Si2CN,1,1,0.1636710290476219,0.1636710290476219,0.1636710290476219,0.0,0,0,1,True,False
reduced_formula_group,Dy2Fe2Si2C,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Dy2Fe3Si5,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Dy2Fe4Si9,1,1,0.2335736697575701,0.2335736697575701,0.2335736697575701,0.0,0,0,1,True,False
reduced_formula_group,Dy2FeSi2,1,1,0.0152069120000009,0.0152069120000009,0.0152069120000009,0.0,0,0,1,True,False
reduced_formula_group,Dy2FeSi4,1,1,0.1481904042207782,0.1481904042207782,0.1481904042207782,0.0,0,0,1,True,False
reduced_formula_group,Dy3Fe2Si3,1,1,0.027406674999999,0.027406674999999,0.027406674999999,0.0,0,1,0,True,False
reduced_formula_group,Dy3Fe2Si7,1,1,0.033625393276516,0.033625393276516,0.033625393276516,0.0,0,0,1,True,False
reduced_formula_group,Dy4Fe29Si5,1,1,0.1209839251315783,0.1209839251315783,0.1209839251315783,0.0,0,0,1,True,False
reduced_formula_group,Dy5Mg5Al12(Fe2Si3)2,1,1,0.0894353327066523,0.0894353327066523,0.0894353327066523,0.0,0,1,0,True,False
reduced_formula_group,DyFe2SiC,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,DyFeSi,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Er(Fe5Si)2,1,1,0.0063553099999937,0.0063553099999937,0.0063553099999937,0.0,0,0,1,True,False
reduced_formula_group,Er(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Er2Fe14Si3,1,1,0.0015247525438626,0.0015247525438626,0.0015247525438626,0.0,0,1,0,True,False
reduced_formula_group,Er2Fe2Si2C,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Er2Fe3Si5,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Er2Fe4Si9,1,1,0.2337436065000036,0.2337436065000036,0.2337436065000036,0.0,0,0,1,True,False
reduced_formula_group,Er2FeSi2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Er2FeSi4,2,2,0.0531319028571433,0.098487496428572,0.1438430900000007,0.002057129868216624,0,0,2,False,False
reduced_formula_group,Er3Fe2Si3,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Er3FeSi3,1,1,0.0005814992857127,0.0005814992857127,0.0005814992857127,0.0,0,1,0,True,False
reduced_formula_group,Er4Fe29Si5,1,1,0.1111752811842103,0.1111752811842103,0.1111752811842103,0.0,0,0,1,True,False
reduced_formula_group,ErAl9(Fe2Si3)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,ErFe2SiC,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Eu(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Fe(Si2O3)2,2,2,0.8305033915909119,1.0141940479545482,1.1978847043181844,0.0337422572353035,0,1,1,False,False
reduced_formula_group,Fe(Si2O5)2,1,1,0.1751926157777763,0.1751926157777763,0.1751926157777763,0.0,0,0,1,True,False
reduced_formula_group,Fe(SiO3)2,4,4,0.0880802064814805,0.15014657856481364,0.1808245702314792,0.0011570580785677295,0,1,3,False,False
reduced_formula_group,Fe(SiP)4,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Fe(SiSe2)2,1,1,0.1769086962500017,0.1769086962500017,0.1769086962500017,0.0,0,0,1,True,False
reduced_formula_group,Fe11Si4(H4O9)3,1,1,0.3824287349691255,0.3824287349691255,0.3824287349691255,0.0,0,0,1,True,False
reduced_formula_group,Fe11Si5,1,1,0.0191619940625011,0.0191619940625011,0.0191619940625011,0.0,0,1,0,True,False
reduced_formula_group,Fe13Si2(SbO14)2,2,2,0.2789111646851925,0.5388689382407472,0.7988267117963019,0.06757804403196106,0,0,2,False,False
reduced_formula_group,Fe19(SiO4)12,1,1,0.0548445322151955,0.0548445322151955,0.0548445322151955,0.0,0,0,1,True,False
reduced_formula_group,Fe25Si11O48,1,1,0.0526328819642838,0.0526328819642838,0.0526328819642838,0.0,0,0,1,True,False
reduced_formula_group,Fe2CoSi,2,2,0.0,0.07682544125,0.1536508825,0.005902148423257202,1,0,2,False,False
reduced_formula_group,Fe2Si,3,3,0.0047925470833343,0.0686268420833338,0.1259579920833342,0.0024491936711686117,0,1,2,False,False
reduced_formula_group,Fe2Si2BiO9,2,2,0.0788594402380935,0.07985807845237855,0.0808567166666636,9.972782830304219e-07,0,1,1,False,False
reduced_formula_group,Fe2Si2SbO9,2,2,0.1560637316369071,0.15613294485119275,0.1562021580654784,4.7904690317523006e-09,0,1,1,False,False
reduced_formula_group,Fe2Si5,1,1,0.1306844007142853,0.1306844007142853,0.1306844007142853,0.0,0,0,1,True,False
reduced_formula_group,Fe2SiNi,1,1,0.0561416921875004,0.0561416921875004,0.0561416921875004,0.0,0,0,1,True,False
reduced_formula_group,Fe2SiO4,5,5,0.0,0.0386426492857143,0.3984504964285706,0.022804830813923635,1,3,2,False,False
reduced_formula_group,Fe2SiP,1,1,0.0462916668750006,0.0462916668750006,0.0462916668750006,0.0,0,0,1,True,False
reduced_formula_group,Fe2SiS4,4,4,0.2089396735714297,0.2642157669642864,0.2846579953571444,0.0008883207288792828,0,1,3,False,False
reduced_formula_group,Fe3(SiO4)2,2,2,0.0583160792307673,0.08199141980769115,0.105666760384615,0.000560521751433337,0,1,1,False,False
reduced_formula_group,Fe31Si5O48,1,1,0.0492904470833366,0.0492904470833366,0.0492904470833366,0.0,0,0,1,True,False
reduced_formula_group,Fe35SiO48,1,1,0.6659747356547623,0.6659747356547623,0.6659747356547623,0.0,0,0,1,True,False
reduced_formula_group,Fe39Si3O56,1,1,0.060192819846943,0.060192819846943,0.060192819846943,0.0,0,0,1,True,False
reduced_formula_group,Fe3Co3Si2,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Fe3Si,2,2,0.0,0.04880369875000045,0.0976073975000009,0.0023818010116807955,1,1,1,False,False
reduced_formula_group,Fe3Si2Ni3,1,1,0.0644132332812503,0.0644132332812503,0.0644132332812503,0.0,0,0,1,True,False
reduced_formula_group,Fe3Si2O9,1,1,0.1752666343452356,0.1752666343452356,0.1752666343452356,0.0,0,1,0,True,False
reduced_formula_group,Fe3Si4Ir,1,1,0.0153352631249994,0.0153352631249994,0.0153352631249994,0.0,0,0,1,True,False
reduced_formula_group,Fe3SiN4,2,2,0.216237878645833,0.2788482523958331,0.3414586261458332,0.003920058901114703,0,0,2,False,False
reduced_formula_group,Fe3SiNi,1,1,0.0288811137499998,0.0288811137499998,0.0288811137499998,0.0,0,0,1,True,False
reduced_formula_group,Fe3SiP5O19,1,1,0.0210333631249879,0.0210333631249879,0.0210333631249879,0.0,0,1,0,True,False
reduced_formula_group,Fe4CoSiB2,1,1,0.0377989696875014,0.0377989696875014,0.0377989696875014,0.0,0,1,0,True,False
reduced_formula_group,Fe4Si,1,1,0.1827080060000003,0.1827080060000003,0.1827080060000003,0.0,0,0,1,True,False
reduced_formula_group,Fe4Si(CO)16,1,1,0.7792847615990999,0.7792847615990999,0.7792847615990999,0.0,0,1,0,True,False
reduced_formula_group,Fe4Si2Sn7O16,1,1,0.0826124843103386,0.0826124843103386,0.0826124843103386,0.0,0,1,0,True,False
reduced_formula_group,Fe4SiO9,4,4,0.1987891969047623,0.20114491166666726,0.2020731304761902,1.6740254010022486e-06,0,0,4,False,False
reduced_formula_group,Fe5(SiO4)3,2,2,0.0367485186250089,0.0441229877500086,0.0514974568750083,5.438279487557384e-05,0,1,1,False,False
reduced_formula_group,Fe5Si2B,1,1,0.0255402212500008,0.0255402212500008,0.0255402212500008,0.0,0,1,0,True,False
reduced_formula_group,Fe5Si3,2,2,0.0339786193749995,0.12225346093749939,0.2105283024999993,0.00779244765288446,0,1,1,False,False
reduced_formula_group,Fe5SiAs,1,1,0.0774017723809521,0.0774017723809521,0.0774017723809521,0.0,0,0,1,True,False
reduced_formula_group,Fe5SiB2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Fe5SiC,1,1,0.0186483967857125,0.0186483967857125,0.0186483967857125,0.0,0,0,1,True,False
reduced_formula_group,Fe5SiO8,1,1,0.0567440994642858,0.0567440994642858,0.0567440994642858,0.0,0,0,1,True,False
reduced_formula_group,Fe5SiP,1,1,0.077754770000002,0.077754770000002,0.077754770000002,0.0,0,0,1,True,False
reduced_formula_group,Fe6SiB,1,1,0.1093983662499997,0.1093983662499997,0.1093983662499997,0.0,0,0,1,True,False
reduced_formula_group,Fe7(SiO3)8,1,1,0.0421539895299076,0.0421539895299076,0.0421539895299076,0.0,0,0,1,True,False
reduced_formula_group,Fe7(SiO4)4,1,1,0.0283770094444371,0.0283770094444371,0.0283770094444371,0.0,0,0,1,True,False
reduced_formula_group,Fe7(SiO6)2,2,2,0.0611021130952345,0.06957352428571095,0.0780449354761874,7.176480755812966e-05,0,0,2,False,False
reduced_formula_group,Fe7Si3(H4O9)2,1,1,0.0041259701620361,0.0041259701620361,0.0041259701620361,0.0,0,0,1,True,False
reduced_formula_group,Fe7SiO10,2,2,0.0781741813888921,0.08138043083333635,0.0845866802777806,1.0280035499999084e-05,0,1,1,False,False
reduced_formula_group,Fe8SiO12,1,1,0.0600224611904778,0.0600224611904778,0.0600224611904778,0.0,0,0,1,True,False
reduced_formula_group,Fe9Si6O25,1,1,0.0999316161041754,0.0999316161041754,0.0999316161041754,0.0,0,1,0,True,False
reduced_formula_group,FeCo2Si,1,1,0.0068793903124992,0.0068793903124992,0.0068793903124992,0.0,0,1,0,True,False
reduced_formula_group,FeCoSi,1,1,0.073686982083335,0.073686982083335,0.073686982083335,0.0,0,1,0,True,False
reduced_formula_group,FeCoSi2,1,1,0.0040892887500003,0.0040892887500003,0.0040892887500003,0.0,0,0,1,True,False
reduced_formula_group,FeCu2SiS4,1,1,0.0493363312499983,0.0493363312499983,0.0493363312499983,0.0,0,1,0,True,False
reduced_formula_group,FeCu2SiSe4,1,1,0.0536084481250007,0.0536084481250007,0.0536084481250007,0.0,0,1,0,True,False
reduced_formula_group,FeSi,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,FeSi(AgS2)2,1,1,0.0989722552083334,0.0989722552083334,0.0989722552083334,0.0,0,1,0,True,False
reduced_formula_group,FeSi2,2,2,0.0,0.03516150104166725,0.0703230020833345,0.0012363311555031672,1,2,0,False,False
reduced_formula_group,FeSi2C4(Cl3O2)2,1,1,0.7288770556004902,0.7288770556004902,0.7288770556004902,0.0,0,0,1,True,False
reduced_formula_group,FeSi2N3,1,1,0.3034401830555566,0.3034401830555566,0.3034401830555566,0.0,0,0,1,True,False
reduced_formula_group,FeSi2Tc,1,1,3.1207136875000003,3.1207136875000003,3.1207136875000003,0.0,0,0,1,True,False
reduced_formula_group,FeSi6(H27C10)2,1,1,0.1066143415886919,0.1066143415886919,0.1066143415886919,0.0,0,1,0,True,False
reduced_formula_group,FeSi7N10,1,1,0.1844560566203696,0.1844560566203696,0.1844560566203696,0.0,0,0,1,True,False
reduced_formula_group,FeSiGe,2,2,0.1263283833333321,0.13460491104166555,0.142881438749999,6.85009109068114e-05,0,0,2,False,False
reduced_formula_group,FeSiMo,2,2,0.0436301452500007,0.0522197860833344,0.0608094269166681,7.378192964567365e-05,0,0,2,False,False
reduced_formula_group,FeSiN2,2,2,0.253401880416666,0.3604434332291664,0.4674849860416668,0.01145789402851131,0,0,2,False,False
reduced_formula_group,FeSiNi,1,1,0.0383337414583353,0.0383337414583353,0.0383337414583353,0.0,0,1,0,True,False
reduced_formula_group,FeSiO3,5,5,0.0153117265416682,0.0182157546666665,0.0364282893333367,6.15632589088644e-05,0,4,1,False,False
reduced_formula_group,FeSiO4,4,4,0.2644431286111102,0.27471074256944306,0.4352342061111107,0.0050688526678204365,0,0,4,False,False
reduced_formula_group,FeSiP3O11,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,FeSiRu2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,FeSiTc2,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,FeSiW,3,3,0.0128575608333356,0.0595997233333349,0.0771234458333349,0.000735779397807387,0,0,3,False,False
reduced_formula_group,Ga3Fe4Co8Si,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,GaFe2Co4Si,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,GaFe4Co8Si3,1,1,0.00067095578125,0.00067095578125,0.00067095578125,0.0,0,0,1,True,False
reduced_formula_group,Gd(Fe5Si)2,1,1,0.0276513807692229,0.0276513807692229,0.0276513807692229,0.0,0,0,1,True,False
reduced_formula_group,Gd(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Gd2Fe5Si8,1,1,0.0190195973333331,0.0190195973333331,0.0190195973333331,0.0,0,0,1,True,False
reduced_formula_group,GdFe2SiC,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,GdTiFe9Si2,1,1,0.1165931802884774,0.1165931802884774,0.1165931802884774,0.0,0,0,1,True,False
reduced_formula_group,Hf(FeSi)2,1,1,0.0082617135000013,0.0082617135000013,0.0082617135000013,0.0,0,1,0,True,False
reduced_formula_group,Hf2Fe3Si,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,Hf3Fe2Si3,1,1,0.0137916299999982,0.0137916299999982,0.0137916299999982,0.0,0,1,0,True,False
reduced_formula_group,Hf6Fe16Si7,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,HfFeSi,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,HfFeSi2,2,2,0.0,0.2065177070833326,0.4130354141666652,0.04264956333895717,1,1,1,False,False
reduced_formula_group,Ho(Fe5Si)2,1,1,0.0097893423076849,0.0097893423076849,0.0097893423076849,0.0,0,0,1,True,False
reduced_formula_group,Ho(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Ho2(Fe3Si)3,1,1,0.0630567499999985,0.0630567499999985,0.0630567499999985,0.0,0,0,1,True,False
reduced_formula_group,Ho2Fe3Si5,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,Ho2Fe4Si9,1,1,0.2343543054545405,0.2343543054545405,0.2343543054545405,0.0,0,0,1,True,False
reduced_formula_group,Ho2FeSi2,2,2,0.0077571340000019,0.8067033750000032,1.6056496160000044,0.6383150960080322,0,0,2,False,False
reduced_formula_group,Ho2FeSi4,2,2,0.0620436068181833,0.1049087725324691,0.1477739382467549,0.0018374224317131824,0,0,2,False,False
reduced_formula_group,Ho3Fe2Si3,1,1,0.0187817050000012,0.0187817050000012,0.0187817050000012,0.0,0,0,1,True,False
reduced_formula_group,Ho4Fe29Si5,1,1,0.1182612497368422,0.1182612497368422,0.1182612497368422,0.0,0,0,1,True,False
reduced_formula_group,Ho4Fe5Si3,1,1,0.0566042270833362,0.0566042270833362,0.0566042270833362,0.0,0,0,1,True,False
reduced_formula_group,HoFe2SiC,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,HoFeSi,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,K2MgFe(SiO3)8,1,1,0.2770568837499993,0.2770568837499993,0.2770568837499993,0.0,0,0,1,True,False
reduced_formula_group,KFe4(SiO4)3,1,1,0.0321762376666665,0.0321762376666665,0.0321762376666665,0.0,0,0,1,True,False
reduced_formula_group,KNaFe(Si2O5)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,La(FeSi)2,1,1,0.0,0.0,0.0,0.0,1,1,0,True,False
reduced_formula_group,La2Fe2Si2C,1,1,0.0,0.0,0.0,0.0,1,0,1,True,False
reduced_formula_group,La2FeSi3,1,1,0.1685186733333346,0.1685186733333346,0.1685186733333346,0.0,0,0,1,True,False
reduced_formula_group,La2Mn3FeSi4,1,1,0.0055796509999987,0.0055796509999987,0.0055796509999987,0.0,0,0,1,True,False
reduced_formula_group,La3FeSiS7,1,1,0.0440608824652812,0.0440608824652812,0.0440608824652812,0.0,0,0,1,True,False
reduced_formula_group,La6Fe(SiS7)2,1,1,0.0043035754347808,0.0043035754347808,0.0043035754347808,0.0,0,0,1,True,False
reduced_formula_group,LaFe8Si5,2,2,0.0361599624107134,0.040388145446427395,0.0446163284821414,1.7877531783499667e-05,0,0,2,False,False
reduced_formula_group,LaFe9Si4,1,1,0.0188975542857079,0.0188975542857079,0.0188975542857079,0.0,0,1,0,True,False
