battery_id,cycle_index,ambient_temperature_c,discharge_capacity_ah,reference_capacity_ah,reference_capacity_method,capacity_retention_percent,retention_quality_flag,internal_resistance_ohm,failed,source_filename,uid,test_id,discharge_duration_s,voltage_mean_v,voltage_min_v,voltage_max_v,current_mean_a,current_min_a,current_max_a,temperature_mean_c,temperature_min_c,temperature_max_c,temperature_rise_c,raw_sample_count,feature_extraction_status
B0005,39,24,1.7730337158018288,1.835349194223408,first_n_median,96.60470723403964,normal,,0,05238.csv,5238,117,3331.265,3.5562481933590964,2.699288287625812,4.1992373656547874,-1.9162302821549881,-2.018009988339822,0.0023816748049826,31.329995610092634,23.27146353182613,37.80133585100446,14.529872319178331,356,ok
B0005,40,24,1.773037755078937,1.835349194223408,first_n_median,96.60492731625185,normal,,0,05242.csv,5242,121,3321.188,3.5532756526091784,2.612793240883853,4.199395781118708,-1.9220800182578983,-2.017724236336294,0.0021374370347549,31.569551201845574,23.439367870877128,38.39873985476869,14.959371983891565,355,ok
B0005,41,24,1.7678721106662054,1.835349194223408,first_n_median,96.32347436827932,normal,,0,05246.csv,5246,125,3321.844,3.556266431640255,2.6637064901468075,4.199578698026071,-1.9162417890311958,-2.016792488625222,0.0015198619580386,32.111426258867944,24.020578317587123,38.74929237918251,14.72871406159539,355,ok
B0005,42,24,1.762315070409309,1.835349194223408,first_n_median,96.020696004664,normal,,0,05250.csv,5250,129,3311.828,3.5563095420140822,2.6668454289754746,4.199546957512695,-1.9158809823517762,-2.017255132631586,0.0018244735178706,32.271676011112376,24.256086319320037,38.87275464755104,14.616668328231004,354,ok
B0005,43,24,1.7676172924938447,1.835349194223408,first_n_median,96.3095904614368,normal,,0,05254.csv,5254,133,3327.391,3.558950851054106,2.684431051981017,4.194091469340824,-1.9114406265753041,-2.0159457514475405,0.0005228307091433,31.842291659678658,23.99270220171187,38.503541429116005,14.510839227404134,179,ok
B0005,44,24,1.762668359743147,1.835349194223408,first_n_median,96.0399451663467,normal,,0,05256.csv,5256,135,3312.078,3.5534418211598053,2.645224362345869,4.200715235801255,-1.9158166997544155,-2.021877555086194,0.0024271068866283,31.759815453754253,23.826487051861594,38.27009094548294,14.443603893621347,354,ok
B0005,45,24,1.7517304870664143,1.835349194223408,first_n_median,95.44398921904477,normal,,0,05260.csv,5260,139,3293.172,3.5510121537420285,2.6603527244917,4.1990980807180325,-1.9151304155635374,-2.0169903181968984,0.0006158711833322,31.41911167391793,23.348558306380397,38.11684755251712,14.768289246136725,352,ok
B0005,46,24,1.7418496047960008,1.835349194223408,first_n_median,94.90562396945016,normal,,0,05264.csv,5264,143,3275.328,3.551317608213949,2.6926849789916263,4.199398534411534,-1.9148485784393638,-2.016185456554963,0.0008035192993614,31.331626572312267,23.23621418856597,38.04152715355532,14.805312964989351,350,ok
B0005,47,24,1.7360913511847138,1.835349194223408,first_n_median,94.59188238668158,normal,,0,05268.csv,5268,147,3265.016,3.549003180550162,2.670544734728978,4.199122915612965,-1.9144128654409127,-2.0170647431651068,0.0014889451776809,31.35934131425137,23.214801785728056,38.17980302242767,14.965001236699614,349,ok
B0005,48,24,1.7936240148573608,1.835349194223408,first_n_median,97.72658088731164,normal,,0,05270.csv,5270,149,3328.937,3.5597648340955175,2.605158060541757,4.190409478081396,-1.9388813849818083,-2.0168134548386294,0.0024931147123922,34.31088483888259,26.647373946169797,40.71218198711114,14.06480804094134,356,ok
B0005,49,24,1.7831890223273277,1.835349194223408,first_n_median,97.15802463856744,normal,,0,05274.csv,5274,153,3329.266,3.5623454342368555,2.672012007453096,4.199933846791869,-1.927509725704535,-2.0165540953857675,0.0028589701045215,33.43585640373787,25.69911743242072,39.88526123315293,14.18614380073221,356,ok
B0005,50,24,1.7673642076278957,1.835349194223408,first_n_median,96.29580099473776,normal,,0,05278.csv,5278,157,3301.579,3.558336657621618,2.674271233724938,4.199365021329158,-1.9267185977839403,-2.022483480851903,0.0012369720338688,32.66698125020078,24.83328108182313,39.18287352945846,14.349592447635331,353,ok
B0005,51,24,1.7570177850353066,1.835349194223408,first_n_median,95.73207052725212,normal,,0,05282.csv,5282,161,3283.563,3.5540131386228695,2.6309416727017187,4.19902365945384,-1.9261308349663746,-2.016804145903712,0.0027115029184951,32.28423408691397,24.361616832363048,38.95156480403077,14.58994797166772,351,ok
B0005,52,24,1.7468706179837907,1.835349194223408,first_n_median,95.17919660639538,normal,,0,05286.csv,5286,165,3275.125,3.552376095886298,2.6629725743154204,4.199432142144215,-1.9202346781375206,-2.0172800396238526,0.0031272458314235,32.00739178780946,24.019157444608588,38.607510759873634,14.588353315265046,350,ok
B0005,53,24,1.7417172507457144,1.835349194223408,first_n_median,94.89841258696757,normal,,0,05290.csv,5290,169,3265.656,3.549618661283733,2.612942119873717,4.199640922827531,-1.9201011498853633,-2.0159193745006387,0.0012894534058489,32.06387071886056,24.00664649428476,38.920359903369054,14.913713409084295,349,ok
B0005,54,24,1.7364225056478186,1.835349194223408,first_n_median,94.60992551788226,normal,,0,05294.csv,5294,173,3266.093,3.54938103086703,2.615719844266148,4.199305653118061,-1.914427810545647,-2.020605919573001,0.0010352326876111,32.43754560319043,24.328038456694348,39.23273115358871,14.904692696894362,349,ok
B0005,55,24,1.7263217239235826,1.835349194223408,first_n_median,94.05957892683423,normal,,0,05298.csv,5298,177,3257.594,3.5472118680418956,2.6287695472774453,4.198949734540481,-1.9083407065035893,-2.017554048083073,0.0021414406216503,32.16809876635083,24.121591093765637,38.9649270684008,14.84333597463516,348,ok
B0005,56,24,1.7158065389330133,1.835349194223408,first_n_median,93.48665334822148,normal,,0,05302.csv,5302,181,3248.593,3.5467052098640246,2.6655106679421823,4.19834220599025,-1.902207182631691,-2.016416703030436,0.0017702200905978,32.05752645824972,23.971565610462942,38.83927283461771,14.867707224154767,347,ok
B0005,57,24,1.710533351135192,1.835349194223408,first_n_median,93.1993408403664,normal,,0,05306.csv,5306,185,3238.766,3.544629653883431,2.650495153350403,4.198995776266302,-1.9020484449938708,-2.0170229987437884,0.0014307662327893,31.97592092807272,23.83541998401671,38.82796377704433,14.992543793027622,346,ok
B0005,58,24,1.706014499648521,1.835349194223408,first_n_median,92.95312875708034,normal,,0,05310.csv,5310,189,3240.14,3.5436291614253204,2.643236235233877,4.19916986492694,-1.8964907679062355,-2.016783933430818,0.0049011998067657,32.21689335291319,23.956923878018035,39.14007944734004,15.183155569322007,346,ok
B0005,59,24,1.7003110272642588,1.835349194223408,first_n_median,92.64237195928877,normal,,0,05314.csv,5314,193,3230.109,3.5444946147995258,2.656450207001938,4.199246833083063,-1.895971437908019,-2.0199829306240717,0.0017964242690772,32.55632993697177,24.465118009505925,39.349611598028886,14.884493588522961,345,ok
B0005,60,24,1.6945798601797897,1.835349194223408,first_n_median,92.3301062006796,normal,,0,05318.csv,5318,197,3229.7810000000027,3.5409201846556857,2.626177688152069,4.19925518864016,-1.8899648799839277,-2.016448312230377,0.0048990136261112,32.40048085325998,24.267851748683743,39.29444535878087,15.026593610097127,345,ok
B0005,61,24,1.6849029086609286,1.835349194223408,first_n_median,91.80285222910196,normal,,0,05322.csv,5322,201,3212.469,3.541195668799061,2.6582230344240045,4.199610827671791,-1.8893703824420507,-2.026465491633473,0.0024344067431928,32.29371860868794,24.14386556947967,39.10487658009542,14.961011010615753,343,ok
B0005,62,24,1.6744741591159715,1.835349194223408,first_n_median,91.23463613279829,normal,,0,05326.csv,5326,205,3213.219,3.540671044783382,2.695100237338448,4.1994453812630566,-1.8776883243431417,-2.017330650607364,0.0014513205321675,32.136071448067796,23.93408558388468,39.0462609369598,15.112175353075116,343,ok
B0005,63,24,1.6745692479879102,1.835349194223408,first_n_median,91.23981710175164,normal,,0,05330.csv,5330,209,3203.578,3.5376048790268775,2.639091813583503,4.198991968341307,-1.8831065986697755,-2.02257876070347,0.0059339984616673,32.382685497234974,24.08059534182364,39.398032192832,15.31743685100836,342,ok
B0005,64,24,1.663716375981405,1.835349194223408,first_n_median,90.64849246224092,normal,,0,05334.csv,5334,213,3195.125,3.538422485261741,2.6857210282450983,4.197785116892181,-1.876359921441716,-2.0158674131052456,0.0034449440902895,32.30899951427638,24.428816535813286,39.10678394120843,14.67796740539514,341,ok
B0005,65,24,1.659013868748246,1.835349194223408,first_n_median,90.3922737956264,normal,,0,05336.csv,5336,215,3195.312999999994,3.53928626988912,2.69017866510873,4.201331130571617,-1.8709550260104437,-2.016878594815316,0.0012286208011475,32.56636929496717,24.3288116844709,39.44448954135193,15.115677856881028,341,ok
B0005,66,24,1.6538540573335014,1.835349194223408,first_n_median,90.11113866172468,normal,,0,05340.csv,5340,219,3186.297,3.533690170241391,2.639895313359579,4.199339974904826,-1.8705599868289542,-2.019019155129933,0.0006759557151863,32.46542951751835,24.124885387020974,39.509602016775695,15.38471662975472,340,ok
B0005,67,24,1.642653782130131,1.835349194223408,first_n_median,89.50088556990855,normal,,0,05344.csv,5344,223,3176.438,3.534367734544495,2.68991452927918,4.198916244859707,-1.8640049795794804,-2.0179820220655023,0.0017286665299136,32.347056454418095,23.980294072799666,39.33486536224533,15.354571289445666,339,ok
B0005,68,24,1.6378578430223698,1.835349194223408,first_n_median,89.23957621674263,normal,,0,05348.csv,5348,227,3167.593,3.5312941932103548,2.65935818848874,4.198537488587242,-1.8636932149873204,-2.0158401305926343,0.0008822013179447,32.37153894064616,23.969183667109306,39.43723270017243,15.468049033063124,338,ok
B0005,69,24,1.6327350407099108,1.835349194223408,first_n_median,88.96045754392644,normal,,0,05352.csv,5352,231,3167.719,3.5309134771684274,2.6657030585650423,4.198943932259475,-1.857820396301907,-2.0192083553177325,0.0032196054196979,32.45549347979197,24.037074564457946,39.51375235624076,15.476677791782812,338,ok
B0005,70,24,1.6277528915533617,1.835349194223408,first_n_median,88.6890024348807,normal,,0,05356.csv,5356,235,3159.077999999994,3.5287226893409893,2.642986759012803,4.199579806494986,-1.8572160981955346,-2.017754065523427,0.0023292227087573,32.50017194695606,24.074008046047823,39.60170302810528,15.527694982057454,337,ok
B0005,71,24,1.622125485521159,1.835349194223408,first_n_median,88.38239015369115,normal,,0,05360.csv,5360,239,3148.829,3.52625493581969,2.631116911889304,4.198782234828033,-1.8568340008006832,-2.016206764491147,0.0036382151418645,32.50100298369444,24.043536678896334,39.68746359758208,15.643926918685747,336,ok
B0005,72,24,1.6113256603765849,1.835349194223408,first_n_median,87.79395580133108,normal,,0,05364.csv,5364,243,3149.094,3.5286843243370045,2.696157404617167,4.19910517813207,-1.8448886500218815,-2.018425729441905,0.0024093430745418,32.4728927422438,24.007622451152475,39.53535075538898,15.527728304236508,336,ok
B0005,73,24,1.6065631397488385,1.835349194223408,first_n_median,87.53446727224159,normal,,0,05368.csv,5368,247,3140.547,3.525556939424901,2.6667596238241567,4.198510853141954,-1.8444180038305806,-2.0200094988659028,0.0018183081167425,32.50480154634882,23.99346277596251,39.6502371632164,15.656774387253893,335,ok
B0005,74,24,1.6015142233917594,1.835349194223408,first_n_median,87.25937431592732,normal,,0,05372.csv,5372,251,3131.625,3.5226805646793737,2.6403185448373043,4.198732430468704,-1.8438790389835118,-2.0160906793454063,0.002394554712978,32.51218336210202,23.977316018708777,39.69929058154853,15.721974562839755,334,ok
B0005,75,24,1.590369231400328,1.835349194223408,first_n_median,86.65213336000954,normal,,0,05376.csv,5376,255,3121.907,3.5246734587890085,2.69892986372897,4.198799630396931,-1.83711254029409,-2.017218805788003,0.0034591794789042,32.45692821941515,23.92726467831658,39.56076309770468,15.6334984193881,333,ok
B0005,76,24,1.5857889968242211,1.835349194223408,first_n_median,86.40257678567902,normal,,0,05380.csv,5380,259,3122.125,3.5213155754526824,2.6682466504352997,4.198753541225669,-1.8315957075983758,-2.017576881832417,0.0029115539788594,32.447059186431154,23.878754027011198,39.63708096307912,15.758326936067924,333,ok
B0005,77,24,1.5849430707374117,1.835349194223408,first_n_median,86.35648604232227,normal,,0,05384.csv,5384,263,3121.672,3.51803386486462,2.6479207279724903,4.200309982421394,-1.8311195242792309,-2.0163186530776205,0.0016912873756319,32.32889654966259,23.90454749592773,39.43977047692484,15.535222980997112,333,ok
B0005,78,24,1.5955263892495937,1.835349194223408,first_n_median,86.93312391295159,normal,,0,05386.csv,5386,265,3120.86,3.5236841955396794,2.6741633856529066,4.201124089732316,-1.8432799764914718,-2.016322017667326,0.0031344620126884,32.84488475360107,24.47294963967077,39.83902225625452,15.366072616583754,333,ok
B0005,79,24,1.5747301747801037,1.835349194223408,first_n_median,85.80003084625103,normal,,0,05390.csv,5390,269,3103.828,3.519146638240668,2.6892528956736257,4.198150316653697,-1.829798505957538,-2.016058383461316,0.0022149158304022,32.31731555011648,23.81400684876703,39.41794949618613,15.603942647419103,331,ok
B0005,80,24,1.5649019950937946,1.835349194223408,first_n_median,85.2645371256423,normal,,0,05394.csv,5394,273,3095.094,3.516233648608237,2.688809122993162,4.198524048997099,-1.8236746835609148,-2.0176016183677974,0.0026959062866318,32.06376130177751,23.405971076202263,39.262781682151214,15.85681060594895,330,ok
B0005,81,24,1.5597659473370362,1.835349194223408,first_n_median,84.98469676758273,normal,,0,05398.csv,5398,277,3095.781,3.514773138461639,2.6743555987897745,4.198840869468569,-1.8176720770210877,-2.018404141903304,0.0025925671672866,32.21997626855924,23.504268200620626,39.47237839941986,15.968110198799234,330,ok
B0005,82,24,1.5594815668184234,1.835349194223408,first_n_median,84.96920214021112,normal,,0,05402.csv,5402,281,3094.328,3.5132992979150073,2.6430294964336345,4.198119631667182,-1.8179238657973993,-2.016777852675889,0.0015197601976623,32.7120225448885,23.98624197921992,40.03754146951368,16.051299490293758,330,ok
B0005,83,24,1.55468935359061,1.835349194223408,first_n_median,84.70809579364249,normal,,0,05406.csv,5406,285,3086.531,3.514484830704665,2.6584858447131823,4.198320288264955,-1.817160673909645,-2.019500858990014,0.0053758117379334,32.945022147355694,24.332016492731967,40.14273016201157,15.8107136692796,329,ok
B0005,84,24,1.5488741079890418,1.835349194223408,first_n_median,84.39124897125735,normal,,0,05410.csv,5410,289,3085.625,3.5109677353595243,2.629782173759164,4.1980467610750285,-1.8110297241968543,-2.025028692484549,0.0012996959200754,32.857549597381336,24.210935532035016,40.1165626728546,15.905627140819583,329,ok
B0005,85,24,1.538236598942558,1.835349194223408,first_n_median,83.81165849986562,normal,,0,05414.csv,5414,293,3067.203,3.510935874957801,2.6622967647315545,4.199047008209673,-1.8094435644526072,-2.017188769565156,0.0036542472558787,32.629663328789654,24.000424305912805,39.87503330866132,15.874609002748517,327,ok
B0005,86,24,1.527914258251028,1.835349194223408,first_n_median,83.24924014786924,normal,,0,05418.csv,5418,297,3058.157,3.509393098217416,2.682380966742509,4.197669918520713,-1.8026537331443495,-2.0203529496154493,0.0013741929346254,32.379859014262976,23.66809609847637,39.61961987024145,15.951523771765082,326,ok
B0005,87,24,1.5285252629756445,1.835349194223408,first_n_median,83.28253107291717,normal,,0,05422.csv,5422,301,3058.812,3.5066782411556563,2.640189476892272,4.197600624105256,-1.8031542757366412,-2.016749317444538,0.0020536118932937,32.68215852457039,23.845674209557423,40.067324667444815,16.221650457887392,326,ok
B0005,88,24,1.522647325284378,1.835349194223408,first_n_median,82.96226843789563,normal,,0,05426.csv,5426,305,3058.578,3.5109885623008092,2.693769409137257,4.197985718630326,-1.7965666438696486,-2.016964364118414,0.0022338210190657,32.99387423636739,24.23969113753901,40.24716716520102,16.007476027662012,326,ok
B0005,89,24,1.5174859938489869,1.835349194223408,first_n_median,82.68105048484145,normal,,0,05430.csv,5430,309,3049.328,3.510305462695178,2.695787450704935,4.198164128530042,-1.7959771394311954,-2.017715447411052,0.0029663849324865,33.045397072111655,24.30453859448875,40.30253125568348,15.997992661194733,325,ok
B0005,90,24,1.605818899130659,1.835349194223408,first_n_median,87.49391691700008,normal,,0,05433.csv,5433,312,3177.219,3.5222215314850214,2.6920548172137724,4.222920057935785,-1.822916991757235,-2.017087516284557,0.0015450426899526,32.856295641052824,24.112523495131093,40.09418103142496,15.981657536293866,339,ok
