feature_name,source_column_index,dtype,non_missing_count,missing_count,missing_rate,unique_count,finite_count,mean,std,median,q01,q25,q75,q99,minimum,maximum,constant_status,all_missing_status,near_constant_status,infinite_status,readiness_category,exclusion_reason
process_feature_015,15,float64,1564,3,0.0019144862795149968,1561,1564,413.08603542199484,17.221094563789936,412.2191,395.109915,406.12739999999997,419.089275,432.376943,333.4486,824.9271,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_016,16,float64,1564,3,0.0019144862795149968,1477,1564,9.907602813299233,2.403866634483626,9.85175,8.574563,9.567625,10.128175,10.837808999999998,4.4696,102.8677,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_017,17,float64,1564,3,0.0019144862795149968,281,1564,0.971443925831202,0.012062412664690256,0.9726,0.9552630000000001,0.9682,0.9768,0.9822369999999999,0.5794,0.9848,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_018,18,float64,1564,3,0.0019144862795149968,1548,1564,190.04735358056266,2.7810407145023497,189.6642,183.91101,188.299825,192.189375,196.085853,169.1774,215.5977,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_019,19,float64,1557,10,0.006381620931716656,361,1557,12.481033975594091,0.217965260098252,12.4996,12.126676,12.46,12.5471,12.649,9.8773,12.9898,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_020,20,float64,1567,0,0.0,552,1567,1.4050542437779197,0.01673693251882698,1.406,1.359996,1.3965,1.415,1.43837,1.1797,1.4534,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_021,21,float64,1565,2,0.0012763241863433313,1295,1565,-5618.393610223642,626.8221783421311,-5523.25,-6624.18,-5933.25,-5356.25,-2667.42,-7150.25,0.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_022,22,float64,1565,2,0.0012763241863433313,1176,1565,2699.3784345047925,295.49853453043056,2664.0,1492.47,2578.0,2841.75,3414.8699999999994,0.0,3656.25,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_023,23,float64,1565,2,0.0012763241863433313,1480,1565,-3806.2997336741214,1380.1621478092084,-3820.75,-7654.57,-4371.75,-3352.75,654.5699999999975,-9986.75,2363.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_024,24,float64,1565,2,0.0012763241863433313,1494,1565,-298.59813591054314,2902.6901174771046,-78.75,-8163.159988,-1476.0,1377.25,9034.059999999996,-14804.5,14106.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_025,25,float64,1565,2,0.0012763241863433313,704,1565,1.2038447284345049,0.17760047570306497,1.283,0.44492,1.0948,1.3043,1.354752,0.0,1.3828,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_026,26,float64,1565,2,0.0012763241863433313,624,1565,1.938476805111821,0.18949504806307088,1.9865,0.88532,1.9065,2.0032,2.036,0.0,2.0528,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_027,27,float64,1565,2,0.0012763241863433313,1148,1565,6.638627987220448,1.244249271997308,7.2647,1.49352,5.2637,7.3297,7.453848,0.0,7.6588,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_028,28,float64,1565,2,0.0012763241863433313,869,1565,69.49953233226836,3.4611809382184786,69.1556,61.218204,67.3778,72.2667,76.6556,59.4,77.9,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_029,29,float64,1565,2,0.0012763241863433313,188,1565,2.366197444089457,0.4086942024843982,2.3778,1.388012,2.0889,2.6556,3.2556,0.6667,3.5111,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_030,30,float64,1565,2,0.0012763241863433313,842,1565,0.18415891373801918,0.03294394301191376,0.1867,0.103556,0.1617,0.2071,0.25656799999999985,0.0341,0.2851,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_031,31,float64,1565,2,0.0012763241863433313,1275,1565,3.673189392971246,0.5353218337891784,3.431,3.19698,3.3627,3.5313,4.717359999999999,2.0698,4.8044,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_032,32,float64,1566,1,0.0006381620931716656,338,1566,85.3374687100894,2.026549205778641,85.13544999999999,83.36203,84.4905,85.7419,93.8653,83.1829,105.6038,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_033,33,float64,1566,1,0.0006381620931716656,330,1566,8.960278544061303,1.3444563668120262,8.7698,8.1166,8.58,9.0606,13.5481,7.6032,23.3453,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_034,34,float64,1566,1,0.0006381620931716656,329,1566,50.58263856960409,1.1826181758105365,50.3964,49.9276,50.25235,50.5788,57.8485,49.8348,59.7711,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_035,35,float64,1566,1,0.0006381620931716656,331,1566,64.55578703703704,2.574748594677452,64.1658,63.708,64.0248,64.3447,78.254,63.6774,94.2641,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_036,36,float64,1566,1,0.0006381620931716656,330,1566,49.417370498084296,1.1826188859654572,49.6036,42.1515,49.4212,49.74765,50.0724,40.2289,50.1652,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_037,37,float64,1566,1,0.0006381620931716656,325,1566,66.2212735632184,0.3041407986805709,66.23179999999999,65.1951,66.04065,66.343275,67.1173,64.9193,67.9586,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_038,38,float64,1566,1,0.0006381620931716656,329,1566,86.83657656449553,0.44675558233221313,86.8207,85.9998,86.5783,87.0024,88.3312,84.7327,88.4188,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_039,39,float64,1566,1,0.0006381620931716656,333,1566,118.67955440613028,1.8072208583386924,118.39930000000001,115.88477,118.0156,118.9396,127.3944,111.7128,133.3898,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_040,40,float64,1543,24,0.015315890236119975,291,1543,67.9049092676604,24.06294300863671,78.29,2.506,74.8,80.2,83.29799999999999,1.434,86.12,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_041,41,float64,1543,24,0.015315890236119975,315,1543,3.3530661697990927,2.3604249902068566,3.074,0.5442,2.69,3.521,6.215,-0.0759,37.88,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_042,42,float64,1566,1,0.0006381620931716656,1,1566,70.0,0.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_043,43,float64,1566,1,0.0006381620931716656,1523,1566,355.53890357598976,6.234706194564162,353.72090000000003,345.07741500000003,350.801575,360.77225,370.17374,342.7545,377.2973,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_044,44,float64,1566,1,0.0006381620931716656,1376,1566,10.031165006385697,0.17503759519923412,10.03485,9.553295,9.925425,10.152474999999999,10.408125,9.464,11.053,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_045,45,float64,1566,1,0.0006381620931716656,1520,1566,136.74305977011497,7.849247454551085,136.4,120.795705,130.72887500000002,142.098225,156.332,108.8464,176.3136,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_046,46,float64,1566,1,0.0006381620931716656,1562,1566,733.6728114942529,12.170314705663275,733.45,710.00323,724.4423,741.4545,762.738015,699.8139,789.7523,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_047,47,float64,1566,1,0.0006381620931716656,1341,1566,1.177958109833972,0.18963690625019128,1.25105,0.82641,0.985,1.34035,1.444515,0.4967,1.5111,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_048,48,float64,1566,1,0.0006381620931716656,1486,1566,139.97223090676883,4.5242509086914,140.00775,129.335825,136.9268,143.19570000000002,149.548725,125.7982,163.2509,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_049,49,float64,1566,1,0.0006381620931716656,1,1566,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_050,50,float64,1566,1,0.0006381620931716656,1520,1566,632.254196743295,8.643985374141904,631.3709,615.94083,625.928425,638.1363249999999,653.082625,607.3927,667.7418,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_051,51,float64,1566,1,0.0006381620931716656,1562,1566,157.4209913154534,60.92510825477898,183.31815,44.96953,115.508975,206.97715,244.47498499999995,40.2614,258.5432,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_052,52,float64,1566,1,0.0006381620931716656,1,1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_053,53,float64,1563,4,0.0025526483726866626,153,1563,4.592971209213052,0.05494962018310939,4.596,4.48334,4.574,4.617,4.676,3.706,4.764,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_054,54,float64,1563,4,0.0025526483726866626,169,1563,4.838522712731926,0.05958067268892917,4.843,4.73024,4.816,4.869,4.931,3.932,5.011,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_055,55,float64,1563,4,0.0025526483726866626,107,1563,2856.1721049264233,25.749317256276903,2854.0,2803.0,2836.0,2874.0,2915.0,2801.0,2936.0,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_056,56,float64,1563,4,0.0025526483726866626,187,1563,0.9288493282149711,0.006807361515537244,0.931,0.9097,0.92545,0.9331,0.937,0.8755,0.9378,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_057,57,float64,1563,4,0.0025526483726866626,159,1563,0.9492150351887396,0.004175952180674276,0.9493,0.9383,0.94665,0.952,0.9586,0.9319,0.9598,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_058,58,float64,1563,4,0.0025526483726866626,382,1563,4.593311772232886,0.0850947759010716,4.5727,4.4530780000000005,4.5319,4.6686,4.777095999999999,4.2199,4.8475,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_059,59,float64,1560,7,0.004467134652201659,1500,1560,2.9602414743589747,9.532219593731654,0.9472499999999999,-11.883417,-1.871575,4.385225,28.348862000000008,-28.9882,168.1455,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_060,60,float64,1561,6,0.0038289725590299937,1498,1561,355.15909404228057,6.027888753453348,353.7991,345.93998,350.5964,359.6736,369.38072,324.7145,373.8664,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_061,61,float64,1561,6,0.0038289725590299937,1418,1561,10.423142921204356,0.27487688237514923,10.4367,9.64636,10.283,10.5916,11.036940000000001,9.4611,11.7849,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_062,62,float64,1561,6,0.0038289725590299937,1518,1561,116.50232882767459,8.629021528561994,116.2118,96.18111999999999,112.0227,120.9273,133.10364000000004,81.49,287.1509,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_063,63,float64,1560,7,0.004467134652201659,1534,1560,13.989926987179485,7.119863108210895,13.24605,4.580156,10.3643,16.3761,32.66981700000001,1.6591,188.0923,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_064,64,float64,1560,7,0.004467134652201659,1496,1560,20.54210903846154,4.977467453454667,20.021349999999998,11.009500000000001,17.364800000000002,22.813625,37.442638,6.4482,48.9882,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_065,65,float64,1560,7,0.004467134652201659,1550,1560,27.131815576923074,7.121703093956383,26.26145,14.915358,23.056425,29.91495,48.35447900000005,4.308,118.0836,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_066,66,float64,1561,6,0.0038289725590299937,1559,1561,706.668522869955,11.623078342670448,706.4536,679.36638,698.7702,714.597,731.6175400000001,632.4226,770.6084,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_067,67,float64,1561,6,0.0038289725590299937,1306,1561,16.71544356181935,307.5022930665586,0.9783,0.4885,0.8907,1.065,1.54828,0.4137,7272.8283,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_068,68,float64,1561,6,0.0038289725590299937,1479,1561,147.43757764253684,4.240095182952078,147.5973,137.87236,145.2373,149.9591,156.02346,87.0255,167.8309,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_069,69,float64,1561,6,0.0038289725590299937,1,1561,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_070,70,float64,1561,6,0.0038289725590299937,1533,1561,619.1016865470853,9.539190367164208,619.0327,597.37056,612.7745,625.17,639.80162,581.7773,722.6018,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_071,71,float64,1561,6,0.0038289725590299937,1557,1561,104.32903344010249,31.651898740791477,102.6043,44.603500000000004,87.4842,115.4989,220.98938000000012,21.4332,238.4775,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_072,72,float64,773,794,0.5067007019783025,773,773,150.36155213454074,18.388481151665765,152.2972,102.258692,145.3053,158.4378,172.395004,-59.4777,175.4132,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_073,73,float64,773,794,0.5067007019783025,770,773,468.0204040103493,17.62988564018737,466.0817,459.40808,464.4581,467.8899,529.5547639999998,456.0447,692.4256,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_074,74,float64,1561,6,0.0038289725590299937,2,1561,0.002687700192184497,0.10618967066673689,0.0,0.0,0.0,0.0,0.0,0.0,4.1955,not_constant,not_all_missing,near_constant,no_infinite,near_constant,near_constant
process_feature_075,75,float64,1543,24,0.015315890236119975,675,1543,-0.00690304601425794,0.02229216702252471,-0.0063,-0.07596,-0.019549999999999998,0.0071,0.03935799999999999,-0.1049,0.2315,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_076,76,float64,1543,24,0.015315890236119975,891,1543,-0.02939047310434219,0.03320327939551294,-0.0289,-0.110648,-0.0519,-0.0065,0.04313199999999997,-0.1862,0.0723,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_077,77,float64,1543,24,0.015315890236119975,842,1543,-0.007041412832145171,0.03136823307920039,-0.0099,-0.067748,-0.0295,0.00925,0.07391599999999998,-0.1046,0.1331,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_078,78,float64,1543,24,0.015315890236119975,995,1543,-0.013642579390797148,0.04787230157881146,-0.0125,-0.10119,-0.0476,0.0122,0.09942999999999974,-0.3482,0.2492,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_079,79,float64,1543,24,0.015315890236119975,691,1543,0.0034583279325988325,0.023079647668497637,0.0006,-0.038905999999999996,-0.0108,0.0132,0.07493199999999997,-0.0568,0.1013,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_080,80,float64,1543,24,0.015315890236119975,922,1543,-0.018530784186649385,0.04922601878995139,-0.0087,-0.114464,-0.0445,0.0091,0.09538999999999996,-0.1437,0.1186,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_081,81,float64,1543,24,0.015315890236119975,580,1543,-0.021153337653920933,0.017021124441250673,-0.0196,-0.071616,-0.0272,-0.012,0.018489999999999965,-0.0982,0.0584,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_082,82,float64,1543,24,0.015315890236119975,888,1543,0.0060548930654569025,0.03607430939085071,0.0076,-0.070528,-0.018,0.0269,0.11725799999999999,-0.2129,0.1437,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_083,83,float64,1566,1,0.0006381620931716656,1506,1566,7.452066602809706,0.5162513849989246,7.4674499999999995,6.210475,7.104225,7.807625,8.580205,5.8257,8.9904,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_084,84,float64,1555,12,0.007657945118059987,180,1555,0.13310790996784566,0.005051301341521238,0.133,0.1211,0.1298,0.1363,0.1453,0.1174,0.1505,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_085,85,float64,226,1341,0.8557753669432036,97,226,0.11278318584070797,0.0029283261097954464,0.11355000000000001,0.106125,0.110725,0.1149,0.117725,0.1053,0.1184,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_086,86,float64,1567,0,0.0,472,1567,2.4018715379706443,0.03733186120689418,2.4039,2.299482,2.37685,2.4286,2.476,2.2425,2.5555,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_087,87,float64,1567,0,0.0,249,1567,0.982420293554563,0.012847842091247771,0.9874,0.956298,0.9758,0.9897,0.992634,0.7749,0.9935,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_088,88,float64,1567,0,0.0,973,1567,1807.8150211231653,53.53726220241346,1809.2492,1660.6167,1777.4703,1841.873,1925.1642,1627.4714,2105.1823,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_089,89,float64,1516,51,0.03254626675175495,650,1516,0.18870323218997362,0.05237286447618119,0.1901,0.14804499999999998,0.169375,0.200425,0.239755,0.1113,1.4727,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_090,90,float64,1516,51,0.03254626675175495,1513,1516,8827.536865303431,396.3136618600386,8825.435099999999,7931.075515,8564.689975,9065.432400000002,9853.219554999998,7397.31,10746.6,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_091,91,float64,1561,6,0.0038289725590299937,1191,1561,0.002439846252402306,0.08768295437644351,0.0,-0.23779999999999998,-0.0429,0.0507,0.22370000000000012,-0.357,0.3627,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_092,92,float64,1565,2,0.0012763241863433313,180,1565,0.0005069009584664538,0.003231024228277144,0.0004,-0.007372,-0.0012,0.002,0.011535999999999989,-0.0126,0.0281,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_093,93,float64,1565,2,0.0012763241863433313,174,1565,-0.0005405111821086262,0.003009833796536164,-0.0002,-0.0115,-0.0016,0.001,0.00633599999999999,-0.0171,0.0133,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_094,94,float64,1561,6,0.0038289725590299937,22,1561,-2.9147982062780273e-05,0.0001741347967703349,0.0,-0.0005,-0.0001,0.0001,0.0004,-0.002,0.0011,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_095,95,float64,1561,6,0.0038289725590299937,14,1561,6.0025624599615635e-05,0.00010440797375672332,0.0,-0.0002,0.0,0.0001,0.0003,-0.0009,0.0009,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_096,96,float64,1561,6,0.0038289725590299937,1333,1561,0.01712664958360026,0.2195781445084066,0.0039,-0.5216799999999999,-0.0886,0.122,0.6397600000000003,-1.4803,2.5093,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_097,97,float64,1561,6,0.0038289725590299937,1,1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,not_all_missing,not_near_constant,no_infinite,constant,constant
process_feature_098,98,float64,1561,6,0.0038289725590299937,1420,1561,-0.018142664958360026,0.42710978584634884,0.0,-1.0528,-0.2188,0.1893,1.1401000000000021,-5.2717,2.5698,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_099,99,float64,1561,6,0.0038289725590299937,272,1561,0.0015401024983984631,0.062740393429447,0.0,-0.12002,-0.0298,0.0298,0.1408000000000001,-0.5283,0.8854,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_100,100,float64,1561,6,0.0038289725590299937,35,1561,-2.1268417680973738e-05,0.0003555366912193449,0.0,-0.0009,-0.0002,0.0002,0.0009,-0.003,0.0023,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_101,101,float64,1561,6,0.0038289725590299937,29,1561,-7.23894939141576e-06,0.00022076237351255197,0.0,-0.00054,-0.0001,0.0001,0.0006,-0.0024,0.0017,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_102,102,float64,1561,6,0.0038289725590299937,1066,1561,0.00111460602178091,0.06296766399989996,0.0,-0.13398000000000002,-0.0357,0.0336,0.1718000000000001,-0.5353,0.2979,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_103,103,float64,1565,2,0.0012763241863433313,153,1565,-0.009789073482428114,0.0030645488768766076,-0.0101,-0.015344,-0.0118,-0.0082,-0.0019,-0.0329,0.0203,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_104,104,float64,1565,2,0.0012763241863433313,55,1565,-1.4632587859424918e-05,0.000850708638613734,0.0,-0.0019,-0.0004,0.0004,0.0017,-0.0119,0.0071,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_105,105,float64,1561,6,0.0038289725590299937,177,1561,-0.0004978859705317104,0.0032023291827482777,-0.0002,-0.01154,-0.0019,0.0011,0.007480000000000019,-0.0281,0.0127,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_106,106,float64,1561,6,0.0038289725590299937,180,1561,0.0005395259449071109,0.002987912749000635,0.0002,-0.0061200000000000004,-0.001,0.0016,0.01144000000000001,-0.0133,0.0172,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_107,107,float64,1561,6,0.0038289725590299937,1159,1561,-0.001765919282511211,0.08747477543703755,0.0,-0.24230000000000002,-0.0486,0.049,0.21882000000000051,-0.5226,0.4856,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_108,108,float64,1561,6,0.0038289725590299937,1183,1561,-0.010788597053171044,0.08675776525146273,-0.0112,-0.20256,-0.0649,0.038,0.25482,-0.3454,0.3938,not_constant,not_all_missing,not_near_constant,no_infinite,low_missing,
process_feature_109,109,float64,549,1018,0.6496490108487556,96,549,0.9799925318761384,0.008694888944683949,0.981,0.9741,0.9788,0.9823,0.9839,0.7848,0.9842,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_110,110,float64,549,1018,0.6496490108487556,546,549,101.31825282331512,1.8800873187169334,101.4817,97.49751599999999,100.389,102.0781,105.916652,88.1938,106.9227,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_111,111,float64,549,1018,0.6496490108487556,545,549,231.81889763205828,2.105317916257847,231.2012,229.077468,230.3738,233.0361,236.425316,213.0083,236.9546,not_constant,not_all_missing,not_near_constant,no_infinite,very_high_missing,very_high_missing
process_feature_112,112,float64,852,715,0.4562858966177409,249,852,0.457537676056338,0.04893948036768213,0.46285,0.08108999999999997,0.4593,0.466425,0.477196,0.0,0.4885,not_constant,not_all_missing,not_near_constant,no_infinite,high_missing,high_missing
process_feature_113,113,float64,1567,0,0.0,468,1567,0.9454241863433311,0.01213287211602843,0.9464,0.9140980000000001,0.9386,0.9523,0.971302,0.8534,0.9763,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_114,114,float64,1567,0,0.0,20,1567,0.00012252712188895982,0.0016680941765185792,0.0,0.0,0.0,0.0,0.0014019999999999755,0.0,0.0414,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_115,115,float64,1567,0,0.0,1567,1567,747.3837915762605,48.94924986407113,750.8614,612.375042,721.023,776.7818500000001,865.9773959999999,544.0254,924.5318,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
process_feature_116,116,float64,1567,0,0.0,136,1567,0.9871299298021697,0.0094965042399418,0.9905,0.959664,0.9895,0.9909,0.9918,0.89,0.9924,not_constant,not_all_missing,not_near_constant,no_infinite,complete,
