dataset_id,file_id,source_column,normalized_role,dtype,requirement_level,observed_status,non_missing_count,missing_count,missing_rate,unique_count,availability_time,feature_or_metadata,leakage_status,readiness_status,notes
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_7_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_8_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_8_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_9_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_9_raw,degradation_feature,int64,preferred,present,96838,0,0.0,13414,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_10_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_10_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_11_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_11_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_12_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_12_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_13_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_13_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_15_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_15_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_183_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_183_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_184_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_184_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_187_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_187_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_188_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_188_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_189_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_189_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_190_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_190_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_191_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_191_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_192_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_192_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_193_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_193_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_194_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_194_raw,degradation_feature,int64,preferred,present,96838,0,0.0,31,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_195_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_195_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_196_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_196_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_197_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_197_raw,degradation_feature,int64,preferred,present,96838,0,0.0,172,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_198_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_198_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_199_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_199_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_200_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_200_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_201_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_201_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_223_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_223_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_225_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_225_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_240_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_240_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_241_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_241_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_242_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_242_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_250_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_250_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_251_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_251_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_252_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_252_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_254_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_254_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_255_normalized,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
backblaze_drive_stats,backblaze_2013_bounded_sample,smart_255_raw,degradation_feature,float64,preferred,present,0,96838,1.0,0,observation_time,candidate_feature,safe_feature,candidate_feature_available,
