case_study_version,source_artifact,source_sha256,boundary_type,model_name,feature_set,weighting_policy,alerted_row_count,positive_rows_in_alerted,false_positive_row_burden,precision,recall,mcc,lift,failed_asset_capture,status,decision
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_top_1_percent_ranking,dummy_prior,smart_plus_safe_operational_metadata,raw_row,1281.0,0.0,1281.0,0.0,,,0.0,0.0,offline_ranking_diagnostic,"Top-risk concentration can prioritize retrospective inspection, not production alerts."
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_top_1_percent_ranking,logistic_regression,smart_plus_safe_operational_metadata,raw_row,1281.0,78.0,1203.0,0.0608899297423887,,,54.53353204172876,0.7307692307692307,offline_ranking_diagnostic,"Top-risk concentration can prioritize retrospective inspection, not production alerts."
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_top_1_percent_ranking,random_forest,smart_plus_safe_operational_metadata,raw_row,1281.0,82.0,1199.0,0.0640124902419984,,,57.330123428484086,0.7692307692307693,offline_ranking_diagnostic,"Top-risk concentration can prioritize retrospective inspection, not production alerts."
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,combined_top_1_percent_ranking,hist_gradient_boosting,smart_plus_safe_operational_metadata,raw_row,1281.0,94.0,1187.0,0.0733801717408274,,,65.71989758875004,0.8846153846153846,offline_ranking_diagnostic,"Top-risk concentration can prioritize retrospective inspection, not production alerts."
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,dummy_prior,smart_only_conservative,asset_balanced,128072.0,143.0,127929.0,0.0011165594353176,1.0,,1.138784019016369,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,logistic_regression,smart_only_conservative,asset_balanced,21596.0,103.0,21493.0,0.0047694017410631,0.7202797202797203,0.0492598845838105,4.864334410865099,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,random_forest,smart_only_conservative,asset_balanced,4597.0,117.0,4480.0,0.0254513813356536,0.8181818181818182,0.140597493024931,25.95797895764461,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,hist_gradient_boosting,smart_only_conservative,asset_balanced,11530.0,128.0,11402.0,0.0111014744145706,0.8951048951048951,0.0940414814049466,11.322443974723202,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,dummy_prior,smart_only_conservative,raw_row,128072.0,143.0,127929.0,0.0011165594353176,1.0,,1.138784019016369,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,logistic_regression,smart_only_conservative,raw_row,34002.0,113.0,33889.0,0.003323333921534,0.7902097902097902,0.0397270469857921,3.389483300207319,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,random_forest,smart_only_conservative,raw_row,7696.0,128.0,7568.0,0.0166320166320166,0.8951048951048951,0.1174705016570191,16.963069000592423,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,hist_gradient_boosting,smart_only_conservative,raw_row,13539.0,127.0,13412.0,0.0093803087377206,0.8881118881118881,0.0850759445891682,9.567019314934491,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,dummy_prior,smart_plus_safe_operational_metadata,asset_balanced,128072.0,143.0,127929.0,0.0011165594353176,1.0,,1.138784019016369,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,logistic_regression,smart_plus_safe_operational_metadata,asset_balanced,6708.0,95.0,6613.0,0.0141621943947525,0.6643356643356644,0.0918371670634813,14.444086128169168,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,random_forest,smart_plus_safe_operational_metadata,asset_balanced,4188.0,120.0,4068.0,0.0286532951289398,0.8391608391608392,0.1516037183168136,29.223625319788542,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,hist_gradient_boosting,smart_plus_safe_operational_metadata,asset_balanced,8200.0,125.0,8075.0,0.0152439024390243,0.8741258741258742,0.1106395015555379,15.54732505580206,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,dummy_prior,smart_plus_safe_operational_metadata,raw_row,128072.0,143.0,127929.0,0.0011165594353176,1.0,,1.138784019016369,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,logistic_regression,smart_plus_safe_operational_metadata,raw_row,21367.0,116.0,21251.0,0.0054289324659521,0.8111888111888111,0.0577826401837629,5.536992780672558,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,random_forest,smart_plus_safe_operational_metadata,raw_row,6536.0,121.0,6415.0,0.0185128518971848,0.8461538461538461,0.1207986061174416,18.88134139579789,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,fixed_threshold_0_5,hist_gradient_boosting,smart_plus_safe_operational_metadata,raw_row,10442.0,122.0,10320.0,0.0116835855200153,0.8531468531468531,0.0942729822254907,11.916141724439335,,operationally_unusable,0.5 threshold was predeclared and is not tuned for operational alerting.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,calibration,all_models,all,all,,,,,,,,,uncalibrated_score_only,Brier/log-loss are diagnostic; no calibrated probability claim is allowed.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,survival_model,all_models,all,all,,,,,,,,,deferred_not_ready,Censoring and exit reasons are uncertain; no survival model is fit.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,rul_model,all_models,all,all,,,,,,,,,deferred_not_ready,RUL targets are not constructed or modeled in v1.5.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,recurrent_event_model,all_models,all,all,,,,,,,,,not_ready,Repeated failure events are not established as recurrent events.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,explainability,all_models,all,all,,,,,,,,,shap_deferred_not_justified,No representative model exists and SMART feature semantics are limited.
v1.5.5,data/processed/reliability_v1_5_horizon_7d_lookback_7d_dataset.csv,a0635ebba0a310e9ab1cbefb28182c028e9ea6102c57f662ef310deba3414c91,error_structure,all_models,all,all,,,,,,,,,descriptive_summary_only,False-positive and false-negative summaries do not establish root cause.
