dataset,column_name,role,dtype,non_null_count,missing_count,missing_percent,unique_count,is_numeric
uci_secom,feature_042,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_043,process_feature,float64,1566,1,0.06381620931716657,1523,True
uci_secom,feature_044,process_feature,float64,1566,1,0.06381620931716657,1376,True
uci_secom,feature_045,process_feature,float64,1566,1,0.06381620931716657,1520,True
uci_secom,feature_046,process_feature,float64,1566,1,0.06381620931716657,1562,True
uci_secom,feature_047,process_feature,float64,1566,1,0.06381620931716657,1341,True
uci_secom,feature_048,process_feature,float64,1566,1,0.06381620931716657,1486,True
uci_secom,feature_049,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_050,process_feature,float64,1566,1,0.06381620931716657,1520,True
uci_secom,feature_051,process_feature,float64,1566,1,0.06381620931716657,1562,True
uci_secom,feature_052,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_053,process_feature,float64,1563,4,0.2552648372686663,153,True
uci_secom,feature_054,process_feature,float64,1563,4,0.2552648372686663,169,True
uci_secom,feature_055,process_feature,float64,1563,4,0.2552648372686663,107,True
uci_secom,feature_056,process_feature,float64,1563,4,0.2552648372686663,187,True
uci_secom,feature_057,process_feature,float64,1563,4,0.2552648372686663,159,True
uci_secom,feature_058,process_feature,float64,1563,4,0.2552648372686663,382,True
uci_secom,feature_059,process_feature,float64,1560,7,0.4467134652201659,1500,True
uci_secom,feature_060,process_feature,float64,1561,6,0.3828972559029994,1498,True
uci_secom,feature_061,process_feature,float64,1561,6,0.3828972559029994,1418,True
uci_secom,feature_062,process_feature,float64,1561,6,0.3828972559029994,1518,True
uci_secom,feature_063,process_feature,float64,1560,7,0.4467134652201659,1534,True
uci_secom,feature_064,process_feature,float64,1560,7,0.4467134652201659,1496,True
uci_secom,feature_065,process_feature,float64,1560,7,0.4467134652201659,1550,True
uci_secom,feature_066,process_feature,float64,1561,6,0.3828972559029994,1559,True
uci_secom,feature_067,process_feature,float64,1561,6,0.3828972559029994,1306,True
uci_secom,feature_068,process_feature,float64,1561,6,0.3828972559029994,1479,True
uci_secom,feature_069,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_070,process_feature,float64,1561,6,0.3828972559029994,1533,True
uci_secom,feature_071,process_feature,float64,1561,6,0.3828972559029994,1557,True
uci_secom,feature_072,process_feature,float64,773,794,50.670070197830256,773,True
uci_secom,feature_073,process_feature,float64,773,794,50.670070197830256,770,True
uci_secom,feature_074,process_feature,float64,1561,6,0.3828972559029994,2,True
uci_secom,feature_075,process_feature,float64,1543,24,1.5315890236119976,675,True
uci_secom,feature_076,process_feature,float64,1543,24,1.5315890236119976,891,True
uci_secom,feature_077,process_feature,float64,1543,24,1.5315890236119976,842,True
uci_secom,feature_078,process_feature,float64,1543,24,1.5315890236119976,995,True
uci_secom,feature_079,process_feature,float64,1543,24,1.5315890236119976,691,True
uci_secom,feature_080,process_feature,float64,1543,24,1.5315890236119976,922,True
uci_secom,feature_081,process_feature,float64,1543,24,1.5315890236119976,580,True
uci_secom,feature_082,process_feature,float64,1543,24,1.5315890236119976,888,True
uci_secom,feature_083,process_feature,float64,1566,1,0.06381620931716657,1506,True
uci_secom,feature_084,process_feature,float64,1555,12,0.7657945118059988,180,True
uci_secom,feature_085,process_feature,float64,226,1341,85.57753669432036,97,True
uci_secom,feature_086,process_feature,float64,1567,0,0.0,472,True
uci_secom,feature_087,process_feature,float64,1567,0,0.0,249,True
uci_secom,feature_088,process_feature,float64,1567,0,0.0,973,True
uci_secom,feature_089,process_feature,float64,1516,51,3.2546266751754946,650,True
uci_secom,feature_090,process_feature,float64,1516,51,3.2546266751754946,1513,True
uci_secom,feature_091,process_feature,float64,1561,6,0.3828972559029994,1191,True
uci_secom,feature_092,process_feature,float64,1565,2,0.12763241863433314,180,True
uci_secom,feature_093,process_feature,float64,1565,2,0.12763241863433314,174,True
uci_secom,feature_094,process_feature,float64,1561,6,0.3828972559029994,22,True
uci_secom,feature_095,process_feature,float64,1561,6,0.3828972559029994,14,True
uci_secom,feature_096,process_feature,float64,1561,6,0.3828972559029994,1333,True
uci_secom,feature_097,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_098,process_feature,float64,1561,6,0.3828972559029994,1420,True
uci_secom,feature_099,process_feature,float64,1561,6,0.3828972559029994,272,True
uci_secom,feature_100,process_feature,float64,1561,6,0.3828972559029994,35,True
uci_secom,feature_101,process_feature,float64,1561,6,0.3828972559029994,29,True
uci_secom,feature_102,process_feature,float64,1561,6,0.3828972559029994,1066,True
uci_secom,feature_103,process_feature,float64,1565,2,0.12763241863433314,153,True
uci_secom,feature_104,process_feature,float64,1565,2,0.12763241863433314,55,True
uci_secom,feature_105,process_feature,float64,1561,6,0.3828972559029994,177,True
uci_secom,feature_106,process_feature,float64,1561,6,0.3828972559029994,180,True
uci_secom,feature_107,process_feature,float64,1561,6,0.3828972559029994,1159,True
uci_secom,feature_108,process_feature,float64,1561,6,0.3828972559029994,1183,True
uci_secom,feature_109,process_feature,float64,549,1018,64.96490108487556,96,True
uci_secom,feature_110,process_feature,float64,549,1018,64.96490108487556,546,True
uci_secom,feature_111,process_feature,float64,549,1018,64.96490108487556,545,True
uci_secom,feature_112,process_feature,float64,852,715,45.628589661774086,249,True
uci_secom,feature_113,process_feature,float64,1567,0,0.0,468,True
uci_secom,feature_114,process_feature,float64,1567,0,0.0,20,True
uci_secom,feature_115,process_feature,float64,1567,0,0.0,1567,True
uci_secom,feature_116,process_feature,float64,1567,0,0.0,136,True
uci_secom,feature_117,process_feature,float64,1567,0,0.0,1527,True
uci_secom,feature_118,process_feature,float64,1543,24,1.5315890236119976,328,True
uci_secom,feature_119,process_feature,float64,1567,0,0.0,249,True
uci_secom,feature_120,process_feature,float64,1567,0,0.0,1269,True
uci_secom,feature_121,process_feature,float64,1558,9,0.574345883854499,54,True
uci_secom,feature_122,process_feature,float64,1558,9,0.574345883854499,309,True
uci_secom,feature_123,process_feature,float64,1558,9,0.574345883854499,50,True
uci_secom,feature_124,process_feature,float64,1558,9,0.574345883854499,59,True
uci_secom,feature_125,process_feature,float64,1558,9,0.574345883854499,155,True
uci_secom,feature_126,process_feature,float64,1558,9,0.574345883854499,273,True
uci_secom,feature_127,process_feature,float64,1558,9,0.574345883854499,324,True
uci_secom,feature_128,process_feature,float64,1558,9,0.574345883854499,268,True
uci_secom,feature_129,process_feature,float64,1558,9,0.574345883854499,93,True
uci_secom,feature_130,process_feature,float64,1558,9,0.574345883854499,310,True
uci_secom,feature_131,process_feature,float64,1558,9,0.574345883854499,68,True
uci_secom,feature_132,process_feature,float64,1559,8,0.5105296745373326,306,True
uci_secom,feature_133,process_feature,float64,1559,8,0.5105296745373326,336,True
uci_secom,feature_134,process_feature,float64,1559,8,0.5105296745373326,335,True
uci_secom,feature_135,process_feature,float64,1562,5,0.3190810465858328,134,True
uci_secom,feature_136,process_feature,float64,1561,6,0.3828972559029994,1089,True
uci_secom,feature_137,process_feature,float64,1560,7,0.4467134652201659,1059,True
uci_secom,feature_138,process_feature,float64,1553,14,0.8934269304403318,348,True
uci_secom,feature_139,process_feature,float64,1553,14,0.8934269304403318,518,True
uci_secom,feature_140,process_feature,float64,1553,14,0.8934269304403318,498,True
uci_secom,feature_141,process_feature,float64,1553,14,0.8934269304403318,1,True
uci_secom,feature_142,process_feature,float64,1553,14,0.8934269304403318,374,True
uci_secom,feature_143,process_feature,float64,1558,9,0.574345883854499,63,True
uci_secom,feature_144,process_feature,float64,1565,2,0.12763241863433314,961,True
uci_secom,feature_145,process_feature,float64,1565,2,0.12763241863433314,656,True
uci_secom,feature_146,process_feature,float64,1565,2,0.12763241863433314,579,True
uci_secom,feature_147,process_feature,float64,1565,2,0.12763241863433314,294,True
uci_secom,feature_148,process_feature,float64,1565,2,0.12763241863433314,1551,True
uci_secom,feature_149,process_feature,float64,1564,3,0.1914486279514997,1,True
uci_secom,feature_150,process_feature,float64,1564,3,0.1914486279514997,1443,True
uci_secom,feature_151,process_feature,float64,1564,3,0.1914486279514997,1498,True
uci_secom,feature_152,process_feature,float64,1564,3,0.1914486279514997,1394,True
uci_secom,feature_153,process_feature,float64,1564,3,0.1914486279514997,219,True
uci_secom,feature_154,process_feature,float64,1564,3,0.1914486279514997,1551,True
uci_secom,feature_155,process_feature,float64,1557,10,0.6381620931716656,65,True
uci_secom,feature_156,process_feature,float64,1567,0,0.0,722,True
uci_secom,feature_157,process_feature,float64,138,1429,91.19336311423102,128,True
uci_secom,feature_158,process_feature,float64,138,1429,91.19336311423102,138,True
uci_secom,feature_159,process_feature,float64,1565,2,0.12763241863433314,954,True
uci_secom,feature_160,process_feature,float64,1565,2,0.12763241863433314,744,True
uci_secom,feature_161,process_feature,float64,1565,2,0.12763241863433314,1411,True
uci_secom,feature_162,process_feature,float64,1565,2,0.12763241863433314,1325,True
uci_secom,feature_163,process_feature,float64,1565,2,0.12763241863433314,260,True
uci_secom,feature_164,process_feature,float64,1565,2,0.12763241863433314,219,True
uci_secom,feature_165,process_feature,float64,1565,2,0.12763241863433314,404,True
uci_secom,feature_166,process_feature,float64,1565,2,0.12763241863433314,62,True
uci_secom,feature_167,process_feature,float64,1565,2,0.12763241863433314,31,True
uci_secom,feature_168,process_feature,float64,1565,2,0.12763241863433314,207,True
uci_secom,feature_169,process_feature,float64,1565,2,0.12763241863433314,652,True
uci_secom,feature_170,process_feature,float64,1566,1,0.06381620931716657,331,True
uci_secom,feature_171,process_feature,float64,1566,1,0.06381620931716657,306,True
uci_secom,feature_172,process_feature,float64,1566,1,0.06381620931716657,307,True
uci_secom,feature_173,process_feature,float64,1566,1,0.06381620931716657,319,True
uci_secom,feature_174,process_feature,float64,1566,1,0.06381620931716657,308,True
uci_secom,feature_175,process_feature,float64,1566,1,0.06381620931716657,327,True
uci_secom,feature_176,process_feature,float64,1566,1,0.06381620931716657,319,True
uci_secom,feature_177,process_feature,float64,1566,1,0.06381620931716657,250,True
uci_secom,feature_178,process_feature,float64,1543,24,1.5315890236119976,1,True
uci_secom,feature_179,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_180,process_feature,float64,1566,1,0.06381620931716657,890,True
uci_secom,feature_181,process_feature,float64,1566,1,0.06381620931716657,687,True
uci_secom,feature_182,process_feature,float64,1566,1,0.06381620931716657,905,True
uci_secom,feature_183,process_feature,float64,1566,1,0.06381620931716657,1508,True
uci_secom,feature_184,process_feature,float64,1566,1,0.06381620931716657,1054,True
uci_secom,feature_185,process_feature,float64,1566,1,0.06381620931716657,739,True
uci_secom,feature_186,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_187,process_feature,float64,1566,1,0.06381620931716657,1015,True
uci_secom,feature_188,process_feature,float64,1566,1,0.06381620931716657,1550,True
uci_secom,feature_189,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_190,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_191,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_192,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_193,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_194,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_195,process_feature,float64,1563,4,0.2552648372686663,206,True
uci_secom,feature_196,process_feature,float64,1560,7,0.4467134652201659,867,True
uci_secom,feature_197,process_feature,float64,1561,6,0.3828972559029994,898,True
uci_secom,feature_198,process_feature,float64,1561,6,0.3828972559029994,773,True
uci_secom,feature_199,process_feature,float64,1561,6,0.3828972559029994,920,True
uci_secom,feature_200,process_feature,float64,1560,7,0.4467134652201659,1008,True
uci_secom,feature_201,process_feature,float64,1560,7,0.4467134652201659,861,True
uci_secom,feature_202,process_feature,float64,1560,7,0.4467134652201659,1470,True
uci_secom,feature_203,process_feature,float64,1561,6,0.3828972559029994,1501,True
uci_secom,feature_204,process_feature,float64,1561,6,0.3828972559029994,1210,True
uci_secom,feature_205,process_feature,float64,1561,6,0.3828972559029994,841,True
uci_secom,feature_206,process_feature,float64,1561,6,0.3828972559029994,2,True
uci_secom,feature_207,process_feature,float64,1561,6,0.3828972559029994,1046,True
uci_secom,feature_208,process_feature,float64,1561,6,0.3828972559029994,1549,True
uci_secom,feature_209,process_feature,float64,1561,6,0.3828972559029994,2,True
uci_secom,feature_210,process_feature,float64,1543,24,1.5315890236119976,798,True
uci_secom,feature_211,process_feature,float64,1543,24,1.5315890236119976,653,True
uci_secom,feature_212,process_feature,float64,1543,24,1.5315890236119976,681,True
uci_secom,feature_213,process_feature,float64,1543,24,1.5315890236119976,810,True
uci_secom,feature_214,process_feature,float64,1543,24,1.5315890236119976,803,True
uci_secom,feature_215,process_feature,float64,1543,24,1.5315890236119976,823,True
uci_secom,feature_216,process_feature,float64,1543,24,1.5315890236119976,728,True
uci_secom,feature_217,process_feature,float64,1543,24,1.5315890236119976,836,True
uci_secom,feature_218,process_feature,float64,1566,1,0.06381620931716657,1539,True
uci_secom,feature_219,process_feature,float64,1555,12,0.7657945118059988,64,True
uci_secom,feature_220,process_feature,float64,226,1341,85.57753669432036,69,True
uci_secom,feature_221,process_feature,float64,1567,0,0.0,408,True
uci_secom,feature_222,process_feature,float64,1567,0,0.0,178,True
uci_secom,feature_223,process_feature,float64,1567,0,0.0,973,True
uci_secom,feature_224,process_feature,float64,1516,51,3.2546266751754946,720,True
uci_secom,feature_225,process_feature,float64,1516,51,3.2546266751754946,1472,True
uci_secom,feature_226,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_227,process_feature,float64,1565,2,0.12763241863433314,329,True
uci_secom,feature_228,process_feature,float64,1565,2,0.12763241863433314,292,True
uci_secom,feature_229,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_230,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_231,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_232,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_233,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_234,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_235,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_236,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_237,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_238,process_feature,float64,1565,2,0.12763241863433314,93,True
uci_secom,feature_239,process_feature,float64,1565,2,0.12763241863433314,80,True
uci_secom,feature_240,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_241,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_242,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_243,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_244,process_feature,float64,549,1018,64.96490108487556,66,True
uci_secom,feature_245,process_feature,float64,549,1018,64.96490108487556,539,True
uci_secom,feature_246,process_feature,float64,549,1018,64.96490108487556,547,True
uci_secom,feature_247,process_feature,float64,852,715,45.628589661774086,490,True
uci_secom,feature_248,process_feature,float64,1567,0,0.0,426,True
uci_secom,feature_249,process_feature,float64,1567,0,0.0,23,True
uci_secom,feature_250,process_feature,float64,1567,0,0.0,1566,True
uci_secom,feature_251,process_feature,float64,1567,0,0.0,143,True
uci_secom,feature_252,process_feature,float64,1567,0,0.0,1533,True
uci_secom,feature_253,process_feature,float64,1543,24,1.5315890236119976,442,True
uci_secom,feature_254,process_feature,float64,1567,0,0.0,291,True
uci_secom,feature_255,process_feature,float64,1567,0,0.0,1317,True
uci_secom,feature_256,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_257,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_258,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_259,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_260,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_261,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_262,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_263,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_264,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_265,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_266,process_feature,float64,1558,9,0.574345883854499,1,True
uci_secom,feature_267,process_feature,float64,1559,8,0.5105296745373326,291,True
uci_secom,feature_268,process_feature,float64,1559,8,0.5105296745373326,333,True
uci_secom,feature_269,process_feature,float64,1559,8,0.5105296745373326,330,True
uci_secom,feature_270,process_feature,float64,1562,5,0.3190810465858328,599,True
uci_secom,feature_271,process_feature,float64,1561,6,0.3828972559029994,1559,True
uci_secom,feature_272,process_feature,float64,1560,7,0.4467134652201659,1557,True
uci_secom,feature_273,process_feature,float64,1553,14,0.8934269304403318,518,True
uci_secom,feature_274,process_feature,float64,1553,14,0.8934269304403318,518,True
uci_secom,feature_275,process_feature,float64,1553,14,0.8934269304403318,458,True
uci_secom,feature_276,process_feature,float64,1553,14,0.8934269304403318,1,True
uci_secom,feature_277,process_feature,float64,1553,14,0.8934269304403318,512,True
uci_secom,feature_278,process_feature,float64,1558,9,0.574345883854499,22,True
uci_secom,feature_279,process_feature,float64,1565,2,0.12763241863433314,541,True
uci_secom,feature_280,process_feature,float64,1565,2,0.12763241863433314,246,True
uci_secom,feature_281,process_feature,float64,1565,2,0.12763241863433314,227,True
uci_secom,feature_282,process_feature,float64,1565,2,0.12763241863433314,114,True
uci_secom,feature_283,process_feature,float64,1565,2,0.12763241863433314,1515,True
uci_secom,feature_284,process_feature,float64,1564,3,0.1914486279514997,1,True
uci_secom,feature_285,process_feature,float64,1564,3,0.1914486279514997,1527,True
uci_secom,feature_286,process_feature,float64,1564,3,0.1914486279514997,1540,True
uci_secom,feature_287,process_feature,float64,1564,3,0.1914486279514997,1076,True
uci_secom,feature_288,process_feature,float64,1564,3,0.1914486279514997,87,True
uci_secom,feature_289,process_feature,float64,1564,3,0.1914486279514997,1522,True
uci_secom,feature_290,process_feature,float64,1557,10,0.6381620931716656,324,True
uci_secom,feature_291,process_feature,float64,1567,0,0.0,354,True
uci_secom,feature_292,process_feature,float64,138,1429,91.19336311423102,92,True
uci_secom,feature_293,process_feature,float64,138,1429,91.19336311423102,138,True
uci_secom,feature_294,process_feature,float64,1565,2,0.12763241863433314,1562,True
uci_secom,feature_295,process_feature,float64,1565,2,0.12763241863433314,1561,True
uci_secom,feature_296,process_feature,float64,1565,2,0.12763241863433314,1565,True
uci_secom,feature_297,process_feature,float64,1565,2,0.12763241863433314,1559,True
uci_secom,feature_298,process_feature,float64,1565,2,0.12763241863433314,725,True
uci_secom,feature_299,process_feature,float64,1565,2,0.12763241863433314,626,True
uci_secom,feature_300,process_feature,float64,1565,2,0.12763241863433314,967,True
uci_secom,feature_301,process_feature,float64,1565,2,0.12763241863433314,1134,True
uci_secom,feature_302,process_feature,float64,1565,2,0.12763241863433314,569,True
uci_secom,feature_303,process_feature,float64,1565,2,0.12763241863433314,509,True
uci_secom,feature_304,process_feature,float64,1565,2,0.12763241863433314,1105,True
uci_secom,feature_305,process_feature,float64,1566,1,0.06381620931716657,314,True
uci_secom,feature_306,process_feature,float64,1566,1,0.06381620931716657,262,True
uci_secom,feature_307,process_feature,float64,1566,1,0.06381620931716657,286,True
uci_secom,feature_308,process_feature,float64,1566,1,0.06381620931716657,293,True
uci_secom,feature_309,process_feature,float64,1566,1,0.06381620931716657,290,True
uci_secom,feature_310,process_feature,float64,1566,1,0.06381620931716657,310,True
uci_secom,feature_311,process_feature,float64,1566,1,0.06381620931716657,276,True
uci_secom,feature_312,process_feature,float64,1566,1,0.06381620931716657,307,True
uci_secom,feature_313,process_feature,float64,1543,24,1.5315890236119976,1,True
uci_secom,feature_314,process_feature,float64,1543,24,1.5315890236119976,1,True
uci_secom,feature_315,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_316,process_feature,float64,1566,1,0.06381620931716657,1533,True
uci_secom,feature_317,process_feature,float64,1566,1,0.06381620931716657,1160,True
uci_secom,feature_318,process_feature,float64,1566,1,0.06381620931716657,1535,True
uci_secom,feature_319,process_feature,float64,1566,1,0.06381620931716657,1550,True
uci_secom,feature_320,process_feature,float64,1566,1,0.06381620931716657,550,True
uci_secom,feature_321,process_feature,float64,1566,1,0.06381620931716657,1511,True
uci_secom,feature_322,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_323,process_feature,float64,1566,1,0.06381620931716657,1536,True
uci_secom,feature_324,process_feature,float64,1566,1,0.06381620931716657,1560,True
uci_secom,feature_325,process_feature,float64,1566,1,0.06381620931716657,1,True
uci_secom,feature_326,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_327,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_328,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_329,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_330,process_feature,float64,1563,4,0.2552648372686663,1,True
uci_secom,feature_331,process_feature,float64,1563,4,0.2552648372686663,313,True
uci_secom,feature_332,process_feature,float64,1560,7,0.4467134652201659,1517,True
uci_secom,feature_333,process_feature,float64,1561,6,0.3828972559029994,1527,True
uci_secom,feature_334,process_feature,float64,1561,6,0.3828972559029994,1145,True
uci_secom,feature_335,process_feature,float64,1561,6,0.3828972559029994,1526,True
uci_secom,feature_336,process_feature,float64,1560,7,0.4467134652201659,1532,True
uci_secom,feature_337,process_feature,float64,1560,7,0.4467134652201659,1517,True
uci_secom,feature_338,process_feature,float64,1560,7,0.4467134652201659,1520,True
uci_secom,feature_339,process_feature,float64,1561,6,0.3828972559029994,1543,True
uci_secom,feature_340,process_feature,float64,1561,6,0.3828972559029994,761,True
uci_secom,feature_341,process_feature,float64,1561,6,0.3828972559029994,1517,True
uci_secom,feature_342,process_feature,float64,1561,6,0.3828972559029994,2,True
uci_secom,feature_343,process_feature,float64,1561,6,0.3828972559029994,1541,True
uci_secom,feature_344,process_feature,float64,1561,6,0.3828972559029994,1551,True
uci_secom,feature_345,process_feature,float64,773,794,50.670070197830256,767,True
uci_secom,feature_346,process_feature,float64,773,794,50.670070197830256,762,True
uci_secom,feature_347,process_feature,float64,1561,6,0.3828972559029994,2,True
uci_secom,feature_348,process_feature,float64,1543,24,1.5315890236119976,357,True
uci_secom,feature_349,process_feature,float64,1543,24,1.5315890236119976,373,True
uci_secom,feature_350,process_feature,float64,1543,24,1.5315890236119976,435,True
uci_secom,feature_351,process_feature,float64,1543,24,1.5315890236119976,499,True
uci_secom,feature_352,process_feature,float64,1543,24,1.5315890236119976,354,True
uci_secom,feature_353,process_feature,float64,1543,24,1.5315890236119976,563,True
uci_secom,feature_354,process_feature,float64,1543,24,1.5315890236119976,486,True
uci_secom,feature_355,process_feature,float64,1543,24,1.5315890236119976,572,True
uci_secom,feature_356,process_feature,float64,1566,1,0.06381620931716657,1473,True
uci_secom,feature_357,process_feature,float64,1555,12,0.7657945118059988,28,True
uci_secom,feature_358,process_feature,float64,226,1341,85.57753669432036,20,True
uci_secom,feature_359,process_feature,float64,1567,0,0.0,215,True
uci_secom,feature_360,process_feature,float64,1567,0,0.0,97,True
uci_secom,feature_361,process_feature,float64,1567,0,0.0,972,True
uci_secom,feature_362,process_feature,float64,1516,51,3.2546266751754946,389,True
uci_secom,feature_363,process_feature,float64,1516,51,3.2546266751754946,1516,True
uci_secom,feature_364,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_365,process_feature,float64,1565,2,0.12763241863433314,120,True
uci_secom,feature_366,process_feature,float64,1565,2,0.12763241863433314,107,True
uci_secom,feature_367,process_feature,float64,1561,6,0.3828972559029994,113,True
uci_secom,feature_368,process_feature,float64,1561,6,0.3828972559029994,97,True
uci_secom,feature_369,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_370,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_371,process_feature,float64,1561,6,0.3828972559029994,1,True
uci_secom,feature_372,process_feature,float64,1561,6,0.3828972559029994,1,True
