battery_id,cycle_index,ambient_temperature_c,discharge_capacity_ah,reference_capacity_ah,reference_capacity_method,capacity_retention_percent,retention_quality_flag,internal_resistance_ohm,failed,source_filename,uid,test_id
B0005,25,24,1.825581504220376,1.835349194223408,first_n_median,99.46780209271485,normal,,0,05182.csv,5182,61
B0005,26,24,1.814031127508391,1.835349194223408,first_n_median,98.83847352960878,normal,,0,05186.csv,5186,65
B0005,27,24,1.8147691941158937,1.835349194223408,first_n_median,98.87868749051745,normal,,0,05190.csv,5190,69
B0005,28,24,1.813969388710352,1.835349194223408,first_n_median,98.83510965758741,normal,,0,05194.csv,5194,73
B0005,29,24,1.802765665167823,1.835349194223408,first_n_median,98.22466868113499,normal,,0,05198.csv,5198,77
B0005,30,24,1.804077040117352,1.835349194223408,first_n_median,98.29611965916448,normal,,0,05202.csv,5202,81
B0005,31,24,1.8518025516704488,1.835349194223408,first_n_median,100.89647013760793,normal,,0,05206.csv,5206,85
B0005,32,24,1.8307038456739428,1.835349194223408,first_n_median,99.74689565538341,normal,,0,05210.csv,5210,89
B0005,33,24,1.8199041089501269,1.835349194223408,first_n_median,99.1584661206765,normal,,0,05214.csv,5214,93
B0005,34,24,1.809307963702852,1.835349194223408,first_n_median,98.58112937840285,normal,,0,05218.csv,5218,97
B0005,35,24,1.80460990458052,1.835349194223408,first_n_median,98.3251530695283,normal,,0,05222.csv,5222,101
B0005,36,24,1.7993770651972192,1.835349194223408,first_n_median,98.04003896700378,normal,,0,05226.csv,5226,105
B0005,37,24,1.7884432335370462,1.835349194223408,first_n_median,97.444303196689,normal,,0,05230.csv,5230,109
B0005,38,24,1.7829230484252725,1.835349194223408,first_n_median,97.14353290571943,normal,,0,05234.csv,5234,113
B0005,39,24,1.7730337158018288,1.835349194223408,first_n_median,96.60470723403964,normal,,0,05238.csv,5238,117
B0005,40,24,1.773037755078937,1.835349194223408,first_n_median,96.60492731625183,normal,,0,05242.csv,5242,121
B0005,41,24,1.7678721106662054,1.835349194223408,first_n_median,96.32347436827932,normal,,0,05246.csv,5246,125
B0005,42,24,1.762315070409309,1.835349194223408,first_n_median,96.020696004664,normal,,0,05250.csv,5250,129
B0005,43,24,1.7676172924938447,1.835349194223408,first_n_median,96.30959046143681,normal,,0,05254.csv,5254,133
B0005,44,24,1.762668359743147,1.835349194223408,first_n_median,96.0399451663467,normal,,0,05256.csv,5256,135
B0005,45,24,1.7517304870664143,1.835349194223408,first_n_median,95.44398921904475,normal,,0,05260.csv,5260,139
B0005,46,24,1.7418496047960008,1.835349194223408,first_n_median,94.90562396945015,normal,,0,05264.csv,5264,143
B0005,47,24,1.7360913511847138,1.835349194223408,first_n_median,94.59188238668158,normal,,0,05268.csv,5268,147
B0005,48,24,1.7936240148573608,1.835349194223408,first_n_median,97.72658088731163,normal,,0,05270.csv,5270,149
B0005,49,24,1.7831890223273277,1.835349194223408,first_n_median,97.15802463856744,normal,,0,05274.csv,5274,153
B0005,50,24,1.7673642076278957,1.835349194223408,first_n_median,96.29580099473775,normal,,0,05278.csv,5278,157
B0005,51,24,1.7570177850353066,1.835349194223408,first_n_median,95.73207052725213,normal,,0,05282.csv,5282,161
B0005,52,24,1.7468706179837907,1.835349194223408,first_n_median,95.17919660639538,normal,,0,05286.csv,5286,165
B0005,53,24,1.7417172507457144,1.835349194223408,first_n_median,94.89841258696757,normal,,0,05290.csv,5290,169
B0005,54,24,1.7364225056478186,1.835349194223408,first_n_median,94.60992551788226,normal,,0,05294.csv,5294,173
B0005,55,24,1.7263217239235826,1.835349194223408,first_n_median,94.05957892683425,normal,,0,05298.csv,5298,177
B0005,56,24,1.7158065389330133,1.835349194223408,first_n_median,93.48665334822147,normal,,0,05302.csv,5302,181
B0005,57,24,1.710533351135192,1.835349194223408,first_n_median,93.19934084036639,normal,,0,05306.csv,5306,185
B0005,58,24,1.706014499648521,1.835349194223408,first_n_median,92.95312875708034,normal,,0,05310.csv,5310,189
B0005,59,24,1.7003110272642588,1.835349194223408,first_n_median,92.64237195928877,normal,,0,05314.csv,5314,193
B0005,60,24,1.6945798601797897,1.835349194223408,first_n_median,92.3301062006796,normal,,0,05318.csv,5318,197
B0005,61,24,1.6849029086609286,1.835349194223408,first_n_median,91.80285222910196,normal,,0,05322.csv,5322,201
B0005,62,24,1.6744741591159715,1.835349194223408,first_n_median,91.23463613279829,normal,,0,05326.csv,5326,205
B0005,63,24,1.6745692479879102,1.835349194223408,first_n_median,91.23981710175165,normal,,0,05330.csv,5330,209
B0005,64,24,1.663716375981405,1.835349194223408,first_n_median,90.64849246224091,normal,,0,05334.csv,5334,213
B0005,65,24,1.659013868748246,1.835349194223408,first_n_median,90.39227379562641,normal,,0,05336.csv,5336,215
B0005,66,24,1.6538540573335014,1.835349194223408,first_n_median,90.11113866172467,normal,,0,05340.csv,5340,219
B0005,67,24,1.642653782130131,1.835349194223408,first_n_median,89.50088556990855,normal,,0,05344.csv,5344,223
B0005,68,24,1.6378578430223698,1.835349194223408,first_n_median,89.23957621674263,normal,,0,05348.csv,5348,227
B0005,69,24,1.6327350407099108,1.835349194223408,first_n_median,88.96045754392644,normal,,0,05352.csv,5352,231
B0005,70,24,1.6277528915533617,1.835349194223408,first_n_median,88.6890024348807,normal,,0,05356.csv,5356,235
B0005,71,24,1.622125485521159,1.835349194223408,first_n_median,88.38239015369115,normal,,0,05360.csv,5360,239
B0005,72,24,1.6113256603765849,1.835349194223408,first_n_median,87.79395580133108,normal,,0,05364.csv,5364,243
B0005,73,24,1.6065631397488385,1.835349194223408,first_n_median,87.53446727224159,normal,,0,05368.csv,5368,247
B0005,74,24,1.6015142233917594,1.835349194223408,first_n_median,87.25937431592732,normal,,0,05372.csv,5372,251
B0005,75,24,1.590369231400328,1.835349194223408,first_n_median,86.65213336000954,normal,,0,05376.csv,5376,255
B0005,76,24,1.5857889968242211,1.835349194223408,first_n_median,86.40257678567902,normal,,0,05380.csv,5380,259
B0005,77,24,1.5849430707374117,1.835349194223408,first_n_median,86.35648604232227,normal,,0,05384.csv,5384,263
B0005,78,24,1.5955263892495937,1.835349194223408,first_n_median,86.93312391295159,normal,,0,05386.csv,5386,265
B0005,79,24,1.5747301747801037,1.835349194223408,first_n_median,85.80003084625103,normal,,0,05390.csv,5390,269
B0005,80,24,1.5649019950937946,1.835349194223408,first_n_median,85.2645371256423,normal,,0,05394.csv,5394,273
B0005,81,24,1.5597659473370362,1.835349194223408,first_n_median,84.98469676758273,normal,,0,05398.csv,5398,277
B0005,82,24,1.5594815668184234,1.835349194223408,first_n_median,84.96920214021112,normal,,0,05402.csv,5402,281
B0005,83,24,1.55468935359061,1.835349194223408,first_n_median,84.70809579364249,normal,,0,05406.csv,5406,285
B0005,84,24,1.5488741079890418,1.835349194223408,first_n_median,84.39124897125735,normal,,0,05410.csv,5410,289
B0005,85,24,1.538236598942558,1.835349194223408,first_n_median,83.81165849986562,normal,,0,05414.csv,5414,293
B0005,86,24,1.527914258251028,1.835349194223408,first_n_median,83.24924014786924,normal,,0,05418.csv,5418,297
B0005,87,24,1.5285252629756445,1.835349194223408,first_n_median,83.28253107291717,normal,,0,05422.csv,5422,301
B0005,88,24,1.522647325284378,1.835349194223408,first_n_median,82.96226843789563,normal,,0,05426.csv,5426,305
B0005,89,24,1.5174859938489869,1.835349194223408,first_n_median,82.68105048484145,normal,,0,05430.csv,5430,309
B0005,90,24,1.605818899130659,1.835349194223408,first_n_median,87.49391691700008,normal,,0,05433.csv,5433,312
B0005,91,24,1.5638491446744425,1.835349194223408,first_n_median,85.20717199737867,normal,,0,05436.csv,5436,315
B0005,92,24,1.5480915247767786,1.835349194223408,first_n_median,84.34860949890374,normal,,0,05440.csv,5440,319
B0005,93,24,1.5323755631868592,1.835349194223408,first_n_median,83.4923167760048,normal,,0,05444.csv,5444,323
B0005,94,24,1.5269528268489705,1.835349194223408,first_n_median,83.19685603453084,normal,,0,05448.csv,5448,327
B0005,95,24,1.5169573017136326,1.835349194223408,first_n_median,82.65224440602996,normal,,0,05452.csv,5452,331
B0005,96,24,1.511897596014269,1.835349194223408,first_n_median,82.37656358652768,normal,,0,05456.csv,5456,335
B0005,97,24,1.5065638960681105,1.835349194223408,first_n_median,82.08595404132801,normal,,0,05460.csv,5460,339
B0005,98,24,1.5015453526671363,1.835349194223408,first_n_median,81.81251597206197,normal,,0,05464.csv,5464,343
B0005,99,24,1.4908444050400238,1.835349194223408,first_n_median,81.22946901506911,normal,,0,05468.csv,5468,347
B0005,100,24,1.485868384561201,1.835349194223408,first_n_median,80.95834783036572,normal,,0,05472.csv,5472,351
B0005,101,24,1.480413677976106,1.835349194223408,first_n_median,80.66114517256831,normal,,0,05476.csv,5476,355
B0005,102,24,1.4752095869031632,1.835349194223408,first_n_median,80.37759743738407,normal,,0,05480.csv,5480,359
B0005,103,24,1.4859035988304024,1.835349194223408,first_n_median,80.96026649899358,normal,,0,05484.csv,5484,363
B0005,104,24,1.4960918298136696,1.835349194223408,first_n_median,81.51537781052677,normal,,0,05487.csv,5487,366
B0005,105,24,1.4808005946928984,1.835349194223408,first_n_median,80.68222654051782,normal,,0,05491.csv,5491,370
B0005,106,24,1.4697543268466824,1.835349194223408,first_n_median,80.08036462339692,normal,,0,05495.csv,5495,374
B0005,107,24,1.4539012274845928,1.835349194223408,first_n_median,79.21659987432433,normal,,1,05499.csv,5499,378
B0005,108,24,1.454146206723569,1.835349194223408,first_n_median,79.22994770152513,normal,,1,05503.csv,5503,382
B0005,109,24,1.455023751906683,1.835349194223408,first_n_median,79.27776122855727,normal,,1,05507.csv,5507,386
B0005,110,24,1.449042163761236,1.835349194223408,first_n_median,78.95185114211304,normal,,1,05511.csv,5511,390
B0005,111,24,1.4386709371480566,1.835349194223408,first_n_median,78.3867692140624,normal,,1,05515.csv,5515,394
B0005,112,24,1.433445432156979,1.835349194223408,first_n_median,78.10205472989097,normal,,1,05519.csv,5519,398
B0005,113,24,1.4333958900838095,1.835349194223408,first_n_median,78.09935540306392,normal,,1,05523.csv,5523,402
B0005,114,24,1.42806487344776,1.835349194223408,first_n_median,77.80889205947632,normal,,1,05527.csv,5527,406
B0005,115,24,1.4229203181741186,1.835349194223408,first_n_median,77.52858816472794,normal,,1,05531.csv,5531,410
B0005,116,24,1.417429032731308,1.835349194223408,first_n_median,77.22939248795461,normal,,1,05535.csv,5535,414
B0005,117,24,1.412409228794446,1.835349194223408,first_n_median,76.9558857377045,normal,,1,05539.csv,5539,418
B0005,118,24,1.412578792940193,1.835349194223408,first_n_median,76.96512453249518,normal,,1,05543.csv,5543,422
B0005,119,24,1.4075983731469897,1.835349194223408,first_n_median,76.6937636487528,normal,,1,05547.csv,5547,426
B0005,120,24,1.4333920485221476,1.835349194223408,first_n_median,78.09914609348546,normal,,1,05551.csv,5551,430
B0005,121,24,1.4382550176792908,1.835349194223408,first_n_median,78.36410761538271,normal,,1,05553.csv,5553,432
B0005,122,24,1.4173547174485526,1.835349194223408,first_n_median,77.2253433793169,normal,,1,05557.csv,5557,436
B0005,123,24,1.406981663677643,1.835349194223408,first_n_median,76.66016189758264,normal,,1,05561.csv,5561,440
B0005,124,24,1.4012037783587623,1.835349194223408,first_n_median,76.34535067053844,normal,,1,05565.csv,5565,444
B0005,125,24,1.3967008232726328,1.835349194223408,first_n_median,76.1000047112898,normal,,1,05569.csv,5569,448
B0005,126,24,1.391284788852726,1.835349194223408,first_n_median,75.80490912746556,normal,,1,05573.csv,5573,452
B0005,127,24,1.3862287677978349,1.835349194223408,first_n_median,75.52942906782327,normal,,1,05577.csv,5577,456
B0005,128,24,1.3804366761974138,1.835349194223408,first_n_median,75.21384380379553,normal,,1,05581.csv,5581,460
B0005,129,24,1.3752364150256224,1.835349194223408,first_n_median,74.93050474286049,normal,,1,05585.csv,5585,464
B0005,130,24,1.3705128024895008,1.835349194223408,first_n_median,74.67313614232448,normal,,1,05589.csv,5589,468
B0005,131,24,1.37050855662704,1.835349194223408,first_n_median,74.67290480419689,normal,,1,05593.csv,5593,472
B0005,132,24,1.3647355108681518,1.835349194223408,first_n_median,74.35835726321349,normal,,1,05597.csv,5597,476
B0005,133,24,1.375392016895762,1.835349194223408,first_n_median,74.93898279546374,normal,,1,05601.csv,5601,480
B0005,134,24,1.3861115151535393,1.835349194223408,first_n_median,75.52304049366721,normal,,1,05603.csv,5603,482
B0005,135,24,1.369850003583894,1.835349194223408,first_n_median,74.63702318312887,normal,,1,05605.csv,5605,484
B0005,136,24,1.3647827949260758,1.835349194223408,first_n_median,74.36093356085063,normal,,1,05609.csv,5609,488
B0005,137,24,1.3543220466259964,1.835349194223408,first_n_median,73.7909739949542,normal,,1,05613.csv,5613,492
B0005,138,24,1.3546417018378962,1.835349194223408,first_n_median,73.80839058319289,normal,,1,05617.csv,5617,496
B0005,139,24,1.354703921319241,1.835349194223408,first_n_median,73.81178064550585,normal,,1,05621.csv,5621,500
B0005,140,24,1.349314997503458,1.835349194223408,first_n_median,73.51816219770615,normal,,1,05625.csv,5625,504
B0005,141,24,1.3441891937970554,1.835349194223408,first_n_median,73.238879992307,normal,,1,05629.csv,5629,508
B0005,142,24,1.3389913790695755,1.835349194223408,first_n_median,72.95567422722212,normal,,1,05633.csv,5633,512
B0005,143,24,1.3389145230206971,1.835349194223408,first_n_median,72.95148668355903,normal,,1,05637.csv,5637,516
B0005,144,24,1.3340066759761655,1.835349194223408,first_n_median,72.68407996553617,normal,,1,05641.csv,5641,520
B0005,145,24,1.3286444309174914,1.835349194223408,first_n_median,72.3919151243413,normal,,1,05645.csv,5645,524
B0005,146,24,1.323170899227622,1.835349194223408,first_n_median,72.093686770462,normal,,1,05649.csv,5649,528
B0005,147,24,1.3181691588445197,1.835349194223408,first_n_median,71.82116422277218,normal,,1,05653.csv,5653,532
B0005,148,24,1.3184664436640334,1.835349194223408,first_n_median,71.83736194800339,normal,,1,05657.csv,5657,536
B0005,149,24,1.318293040102702,1.835349194223408,first_n_median,71.82791396056443,normal,,1,05661.csv,5661,540
B0005,150,24,1.323872422244268,1.835349194223408,first_n_median,72.13190963392874,normal,,1,05665.csv,5665,544
B0005,151,24,1.3601216766554785,1.835349194223408,first_n_median,74.10696999439321,normal,,1,05668.csv,5668,547
B0005,152,24,1.3395306867947354,1.835349194223408,first_n_median,72.98505870222324,normal,,1,05672.csv,5672,551
B0005,153,24,1.3290286565120697,1.835349194223408,first_n_median,72.41284986503193,normal,,1,05676.csv,5676,555
B0005,154,24,1.3236741274998955,1.835349194223408,first_n_median,72.12110543683117,normal,,1,05680.csv,5680,559
B0005,155,24,1.318633896753293,1.835349194223408,first_n_median,71.84648572073212,normal,,1,05684.csv,5684,563
B0005,156,24,1.3134751321324272,1.835349194223408,first_n_median,71.56540762196474,normal,,1,05688.csv,5688,567
B0005,157,24,1.3132020634442203,1.835349194223408,first_n_median,71.55052932583088,normal,,1,05692.csv,5692,571
B0005,158,24,1.3077959946944353,1.835349194223408,first_n_median,71.2559767269685,normal,,1,05696.csv,5696,575
B0005,159,24,1.3030329186405918,1.835349194223408,first_n_median,70.99645793518572,normal,,1,05700.csv,5700,579
B0005,160,24,1.3033573559038203,1.835349194223408,first_n_median,71.01413507609435,normal,,1,05704.csv,5704,583
B0005,161,24,1.3034100438655642,1.835349194223408,first_n_median,71.01700580837299,normal,,1,05708.csv,5708,587
B0005,162,24,1.2978870806495706,1.835349194223408,first_n_median,70.71608415088258,normal,,1,05712.csv,5712,591
B0005,163,24,1.2980735056918902,1.835349194223408,first_n_median,70.72624162080201,normal,,1,05716.csv,5716,595
B0005,164,24,1.293463613844243,1.835349194223408,first_n_median,70.47506915388637,normal,,1,05720.csv,5720,599
B0005,165,24,1.288003392619118,1.835349194223408,first_n_median,70.1775660279248,normal,,1,05724.csv,5724,603
B0005,166,24,1.2874525221379407,1.835349194223408,first_n_median,70.14755154986739,normal,,1,05728.csv,5728,607
B0005,167,24,1.3090153642307354,1.835349194223408,first_n_median,71.32241473997102,normal,,1,05732.csv,5732,611
B0005,168,24,1.3250793286429356,1.835349194223408,first_n_median,72.19766858609252,normal,,1,05734.csv,5734,613
B0006,1,24,2.035337591005598,2.013326371345464,first_n_median,101.09327628016041,normal,,0,04506.csv,4506,1
B0006,2,24,2.025140246031412,2.013326371345464,first_n_median,100.58678388432638,normal,,0,04508.csv,4508,3
B0006,3,24,2.013326371345464,2.013326371345464,first_n_median,100.0,normal,,0,04510.csv,4510,5
B0006,4,24,2.0132846655407413,2.013326371345464,first_n_median,99.9979285124699,normal,,0,04512.csv,4512,7
B0006,5,24,2.000528337624771,2.013326371345464,first_n_median,99.36433387537956,normal,,0,04514.csv,4514,9
B0006,6,24,2.0138990759931645,2.013326371345464,first_n_median,100.02844569344799,normal,,0,04516.csv,4516,11
B0006,7,24,2.013101105626967,2.013326371345464,first_n_median,99.98881126668269,normal,,0,04518.csv,4518,13
B0006,8,24,1.96878982627284,2.013326371345464,first_n_median,97.78791229745522,normal,,0,04520.csv,4520,15
B0006,9,24,1.9681661764334244,2.013326371345464,first_n_median,97.75693620494029,normal,,0,04522.csv,4522,17
B0006,10,24,1.9572307917560536,2.013326371345464,first_n_median,97.21378608119444,normal,,0,04524.csv,4524,19
B0006,11,24,1.9455991514129352,2.013326371345464,first_n_median,96.63605360281116,normal,,0,04526.csv,4526,21
B0006,12,24,1.934750504484113,2.013326371345464,first_n_median,96.09721166028137,normal,,0,04529.csv,4529,24
B0006,13,24,1.9232799539368028,2.013326371345464,first_n_median,95.5274803583641,normal,,0,04531.csv,4531,26
B0006,14,24,1.911889930948487,2.013326371345464,first_n_median,94.96174878347274,normal,,0,04533.csv,4533,28
B0006,15,24,1.9010667141979305,2.013326371345464,first_n_median,94.42416993363511,normal,,0,04535.csv,4535,30
B0006,16,24,1.8891989948061456,2.013326371345464,first_n_median,93.83471163414173,normal,,0,04537.csv,4537,32
B0006,17,24,1.878278372248849,2.013326371345464,first_n_median,93.2922947308158,normal,,0,04539.csv,4539,34
B0006,18,24,1.8675697161520208,2.013326371345464,first_n_median,92.76040599934939,normal,,0,04541.csv,4541,36
B0006,19,24,1.8675892574453767,2.013326371345464,first_n_median,92.7613765967465,normal,,0,04543.csv,4543,38
B0006,20,24,1.979626548250818,2.013326371345464,first_n_median,98.32616193905388,normal,,0,04546.csv,4546,41
B0006,21,24,1.9575499080884025,2.013326371345464,first_n_median,97.22963628496123,normal,,0,04550.csv,4550,45
B0006,22,24,1.9458150170787551,2.013326371345464,first_n_median,96.64677544448035,normal,,0,04554.csv,4554,49
B0006,23,24,1.9242461121680092,2.013326371345464,first_n_median,95.57546851592053,normal,,0,04558.csv,4558,53
B0006,24,24,1.945981133142164,2.013326371345464,first_n_median,96.65502627086265,normal,,0,04562.csv,4562,57
B0006,25,24,1.901407930553079,2.013326371345464,first_n_median,94.4411178244493,normal,,0,04566.csv,4566,61
B0006,26,24,1.878674213680085,2.013326371345464,first_n_median,93.31195579704278,normal,,0,04570.csv,4570,65
B0006,27,24,1.8683061328264217,2.013326371345464,first_n_median,92.79698311296998,normal,,0,04574.csv,4574,69
B0006,28,24,1.8560244070083,2.013326371345464,first_n_median,92.18696150927373,normal,,0,04578.csv,4578,73
B0006,29,24,1.8451997961855775,2.013326371345464,first_n_median,91.64931341720165,normal,,0,04582.csv,4582,77
B0006,30,24,1.857228890885317,2.013326371345464,first_n_median,92.24678707427697,normal,,0,04586.csv,4586,81
B0006,31,24,1.9247760889090637,2.013326371345464,first_n_median,95.60179195501105,normal,,0,04590.csv,4590,85
B0006,32,24,1.8822317526092551,2.013326371345464,first_n_median,93.48865536149506,normal,,0,04594.csv,4594,89
B0006,33,24,1.855276687885587,2.013326371345464,first_n_median,92.14982301382882,normal,,0,04598.csv,4598,93
B0006,34,24,1.839250891718188,2.013326371345464,first_n_median,91.35383700800855,normal,,0,04602.csv,4602,97
B0006,35,24,1.8185396073994429,2.013326371345464,first_n_median,90.32512727601889,normal,,0,04606.csv,4606,101
B0006,36,24,1.8134770059567056,2.013326371345464,first_n_median,90.07367269246053,normal,,0,04610.csv,4610,105
B0006,37,24,1.7971018450305436,2.013326371345464,first_n_median,89.26033407239274,normal,,0,04614.csv,4614,109
B0006,38,24,1.7810046294120476,2.013326371345464,first_n_median,88.46080073057601,normal,,0,04618.csv,4618,113
B0006,39,24,1.7710130422682329,2.013326371345464,first_n_median,87.96452812986809,normal,,0,04622.csv,4622,117
B0006,40,24,1.7604712448170945,2.013326371345464,first_n_median,87.44092710813739,normal,,0,04626.csv,4626,121
B0006,41,24,1.7502913788006589,2.013326371345464,first_n_median,86.93530287545858,normal,,0,04630.csv,4630,125
B0006,42,24,1.7394925037732578,2.013326371345464,first_n_median,86.39893305578626,normal,,0,04634.csv,4634,129
B0006,43,24,1.7546766553637203,2.013326371345464,first_n_median,87.15311537846229,normal,,0,04638.csv,4638,133
B0006,44,24,1.7659390941842177,2.013326371345464,first_n_median,87.712509969463,normal,,0,04640.csv,4640,135
B0006,45,24,1.7337887419624838,2.013326371345464,first_n_median,86.11563264846271,normal,,0,04644.csv,4644,139
B0006,46,24,1.713325912040734,2.013326371345464,first_n_median,85.09926340932763,normal,,0,04648.csv,4648,143
B0006,47,24,1.7024077813673466,2.013326371345464,first_n_median,84.55697027549802,normal,,0,04652.csv,4652,147
B0006,48,24,1.82371946178183,2.013326371345464,first_n_median,90.58240570122152,normal,,0,04654.csv,4654,149
B0006,49,24,1.8081284050314708,2.013326371345464,first_n_median,89.80801278747154,normal,,0,04658.csv,4658,153
B0006,50,24,1.7757610945034283,2.013326371345464,first_n_median,88.20035935439142,normal,,0,04662.csv,4662,157
B0006,51,24,1.7447409841836798,2.013326371345464,first_n_median,86.659620070327,normal,,0,04666.csv,4666,161
B0006,52,24,1.729207034132373,2.013326371345464,first_n_median,85.88806359183485,normal,,0,04670.csv,4670,165
B0006,53,24,1.7081086552553244,2.013326371345464,first_n_median,84.84012724245156,normal,,0,04674.csv,4674,169
B0006,54,24,1.6975954237461768,2.013326371345464,first_n_median,84.31794506380548,normal,,0,04678.csv,4678,173
B0006,55,24,1.6820634524029463,2.013326371345464,first_n_median,83.54648686585566,normal,,0,04682.csv,4682,177
B0006,56,24,1.6714768322295086,2.013326371345464,first_n_median,83.0206595422726,normal,,0,04686.csv,4686,181
B0006,57,24,1.6607591387047655,2.013326371345464,first_n_median,82.48832193038405,normal,,0,04690.csv,4690,185
B0006,58,24,1.651121015038069,2.013326371345464,first_n_median,82.00960552335384,normal,,0,04694.csv,4694,189
B0006,59,24,1.640134925619093,2.013326371345464,first_n_median,81.46393694346858,normal,,0,04698.csv,4698,193
B0006,60,24,1.629199941616544,2.013326371345464,first_n_median,80.92080672085886,normal,,0,04702.csv,4702,197
B0006,61,24,1.6088496302961666,2.013326371345464,first_n_median,79.91002617330274,normal,,1,04706.csv,4706,201
B0006,62,24,1.6035244898969248,2.013326371345464,first_n_median,79.6455315302567,normal,,1,04710.csv,4710,205
B0006,63,24,1.5989712144027983,2.013326371345464,first_n_median,79.41937468063061,normal,,1,04714.csv,4714,209
B0006,64,24,1.5876273123575604,2.013326371345464,first_n_median,78.85593388897908,normal,,1,04718.csv,4718,213
B0006,65,24,1.5829719744686166,2.013326371345464,first_n_median,78.62470769757759,normal,,1,04720.csv,4720,215
B0006,66,24,1.567137636713563,2.013326371345464,first_n_median,77.8382312484328,normal,,1,04724.csv,4724,219
B0006,67,24,1.5613446139713882,2.013326371345464,first_n_median,77.55049733580822,normal,,1,04728.csv,4728,223
B0006,68,24,1.551171189279042,2.013326371345464,first_n_median,77.04519303755143,normal,,1,04732.csv,4732,227
B0006,69,24,1.5406741606295171,2.013326371345464,first_n_median,76.52381563948406,normal,,1,04736.csv,4736,231
B0006,70,24,1.5253138744624433,2.013326371345464,first_n_median,75.76088488043337,normal,,1,04740.csv,4740,235
B0006,71,24,1.5301570318067428,2.013326371345464,first_n_median,76.00143988498849,normal,,1,04744.csv,4744,239
B0006,72,24,1.524656683447409,2.013326371345464,first_n_median,75.72824282972624,normal,,1,04748.csv,4748,243
B0006,73,24,1.5145492986655429,2.013326371345464,first_n_median,75.22621867081595,normal,,1,04752.csv,4752,247
B0006,74,24,1.509391504602082,2.013326371345464,first_n_median,74.97003596060719,normal,,1,04756.csv,4756,251
B0006,75,24,1.5039974333050703,2.013326371345464,first_n_median,74.70211758563417,normal,,1,04760.csv,4760,255
B0006,76,24,1.4935201918040188,2.013326371345464,first_n_median,74.18172299635307,normal,,1,04764.csv,4764,259
B0006,77,24,1.4876323024497422,2.013326371345464,first_n_median,73.88927714961527,normal,,1,04768.csv,4768,263
B0006,78,24,1.5302876214401704,2.013326371345464,first_n_median,76.0079261474885,normal,,1,04770.csv,4770,265
B0006,79,24,1.5040760088360112,2.013326371345464,first_n_median,74.70602035728905,normal,,1,04774.csv,4774,269
B0006,80,24,1.4887593608730894,2.013326371345464,first_n_median,73.94525706620445,normal,,1,04778.csv,4778,273
